sessionID,sid,grade,dept,level,sem,enroll,iid
session3489,S31905,,d,100,FA2004,46,inst129
session3489,S31905,,d,100,FA2004,46,inst129
session3489,S31530,,d,100,FA2004,46,inst129
session3404,S31533,2.67,G,100,FA2004,48,inst196
session3467,S32283,,S,100,FA2004,49,inst339
session3467,S31374,,S,100,FA2004,49,inst339
session3386,S32040,4,D,100,FA2004,60,inst150
session3386,S31683,3.67,D,100,FA2004,60,inst150
session3386,S31482,3.67,D,100,FA2004,60,inst150
session3386,S31350,3.67,D,100,FA2004,60,inst150
session3386,S32337,3.33,D,100,FA2004,60,inst150
session3386,S32172,3.33,D,100,FA2004,60,inst150
session3386,S32016,3.33,D,100,FA2004,60,inst150
session3386,S31251,3.33,D,100,FA2004,60,inst150
session3406,S32499,2.67,G,200,FA2004,61,inst201
session3406,S32295,1.67,G,200,FA2004,61,inst201
session3665,S31263,3,j,100,FA2004,69,inst449
session3665,S32316,2.67,j,100,FA2004,69,inst449
session3665,S31818,2.67,j,100,FA2004,69,inst449
session3665,S31986,3.33,j,100,FA2004,69,inst449
session3665,S31935,3.33,j,100,FA2004,69,inst449
session3665,S32340,,j,100,FA2004,69,inst449
session3461,S31869,4,R,100,FA2004,82,inst332
session3461,S31464,3.67,R,100,FA2004,82,inst332
session1796,S31185,2.67,k,200,IT1994,25,inst466
session3830,S32412,4,U,600,IT2005,12,inst345
session3830,S32460,,U,600,IT2005,12,inst345
session3830,S32112,,U,600,IT2005,12,inst345
session3830,S31407,,U,600,IT2005,12,inst345
session2830,S31959,4,j,100,S12002,64,inst447
session3328,S31617,3.67,j,100,S12003,49,inst447
session3804,S32442,3.33,j,200,S12004,64,inst447
session3804,S32286,3.33,j,200,S12004,64,inst447
session2831,S31959,4,j,100,S22002,55,inst447
session3329,S31746,4,j,100,S22003,50,inst447
session3329,S31617,3.67,j,100,S22003,50,inst447
session3805,S32499,3.67,j,200,S22004,63,inst447
session3805,S32442,3.67,j,200,S22004,63,inst447
session3805,S32286,3,j,200,S22004,63,inst447
session1795,S31185,2.33,J,200,SP1994,26,inst230
session1802,S31188,2.33,o,300,SP1997,16,inst390
session1801,S31188,2,C,100,SP1997,38,inst144
session1808,S31188,0,o,100,SP1998,10,inst507
session1807,S31185,0,W,100,SP1998,43,inst138
session1837,S31206,2.67,q,300,SP2000,14,inst528
session1833,S31224,3,k,100,SP2000,20,inst125
session1836,S31224,,q,100,SP2000,20,inst358
session1841,S31227,4,W,300,SP2000,21,inst382
session1829,S31227,3,G,100,SP2000,27,inst195
session1835,S31200,2.67,n,100,SP2000,39,inst498
session1832,S31206,2.67,j,100,SP2000,69,inst447
session1948,S31221,3.67,L,100,SP2001,11,inst247
session1880,S31236,3,D,200,SP2001,11,inst161
session1877,S31347,2.33,X,300,SP2001,11,inst320
session1851,S31338,3.33,e,300,SP2001,12,inst434
session1931,S31236,3,q,100,SP2001,15,inst363
session1926,S31467,3.33,o,300,SP2001,15,inst507
session1845,S31320,3.67,d,200,SP2001,16,inst414
session1928,S31257,3.67,p,100,SP2001,16,inst515
session1930,S31356,4,q,100,SP2001,19,inst364
session1907,S31269,3,O,100,SP2001,19,inst285
session1911,S31206,2.67,W,100,SP2001,19,inst373
session1946,S31257,3.33,t,100,SP2001,19,inst311
session1942,S31347,2.67,d,100,SP2001,20,inst416
session1905,S31467,3,M,100,SP2001,21,inst268
session1935,S31317,3,L,100,SP2001,21,inst245
session1929,S31224,3,p,200,SP2001,21,inst519
session1905,S31320,2,M,100,SP2001,21,inst268
session1876,S31269,3.33,X,100,SP2001,25,inst315
session1904,S31461,4,M,100,SP2001,26,inst264
session1904,S31194,2,M,100,SP2001,26,inst264
session1913,S31206,0,W,300,SP2001,26,inst370
session1914,S31269,4,i,200,SP2001,27,inst437
session1918,S31446,3,k,100,SP2001,30,inst472
session1902,S31356,3.67,G,100,SP2001,32,inst196
session1902,S31317,3.67,G,100,SP2001,32,inst196
session1897,S31227,3,F,100,SP2001,32,inst184
session1844,S31194,3,d,100,SP2001,34,inst421
session1919,S31446,3.67,j,100,SP2001,44,inst447
session1921,S31257,,j,100,SP2001,63,inst448
session1923,S31200,1.67,m,100,SP2001,71,inst488
session1881,S31356,4,D,400,SP2001,84,inst150
session2244,S32274,4,T,100,SP2002,10,inst347
session2222,S31938,4,Y,300,SP2002,10,inst169
session2244,S31641,4,T,100,SP2002,10,inst347
session2222,S31485,4,Y,300,SP2002,10,inst169
session2286,S31362,4,L,100,SP2002,10,inst248
session2004,S31320,4,d,100,SP2002,10,inst243
session1995,S32421,3.67,Q,200,SP2002,10,inst321
session2347,S32370,3.67,N,200,SP2002,10,inst282
session2004,S32337,3.67,d,100,SP2002,10,inst243
session2341,S31434,3.67,R,300,SP2002,10,inst336
session2286,S31197,3.67,L,100,SP2002,10,inst248
session1995,S32139,3,Q,200,SP2002,10,inst321
session2286,S32112,3,L,100,SP2002,10,inst248
session2004,S32067,3,d,100,SP2002,10,inst243
session2244,S31242,3,T,100,SP2002,10,inst347
session2287,S31221,3,L,300,SP2002,10,inst251
session2244,S31659,2.67,T,100,SP2002,10,inst347
session2209,S31470,2.67,j,200,SP2002,10,inst452
session2209,S32238,3.33,j,200,SP2002,10,inst452
session1995,S31623,3.33,Q,200,SP2002,10,inst321
session2244,S31197,3.33,T,100,SP2002,10,inst347
session1989,S32019,,N,200,SP2002,10,inst275
session1989,S31422,,N,200,SP2002,10,inst275
session2012,S32457,4,K,100,SP2002,11,inst240
session2207,S32436,4,j,100,SP2002,11,inst455
session2245,S31689,4,T,100,SP2002,11,inst346
session2245,S31380,4,T,100,SP2002,11,inst346
session2266,S32403,3.67,q,200,SP2002,11,inst357
session2281,S32385,3.67,e,300,SP2002,11,inst434
session2354,S32175,3.67,m,100,SP2002,11,inst487
session2330,S31956,3.67,F,100,SP2002,11,inst181
session2229,S31908,3.67,J,200,SP2002,11,inst219
session2266,S31809,3.67,q,200,SP2002,11,inst357
session2266,S31722,3.67,q,200,SP2002,11,inst357
session2250,S31632,3.67,W,300,SP2002,11,inst211
session2273,S31602,3.67,q,300,SP2002,11,inst530
session2330,S32430,3,F,100,SP2002,11,inst181
session2330,S32217,3,F,100,SP2002,11,inst181
session2228,S32130,3,J,200,SP2002,11,inst230
session2207,S31857,3,j,100,SP2002,11,inst455
session2250,S31851,3,W,300,SP2002,11,inst211
session2229,S31224,3,J,200,SP2002,11,inst219
session2330,S32136,2.67,F,100,SP2002,11,inst181
session2250,S32085,2.67,W,300,SP2002,11,inst211
session2245,S32322,3.33,T,100,SP2002,11,inst346
session2354,S32172,3.33,m,100,SP2002,11,inst487
session2228,S32028,3.33,J,200,SP2002,11,inst230
session2354,S31968,3.33,m,100,SP2002,11,inst487
session2207,S31842,3.33,j,100,SP2002,11,inst455
session2330,S31728,3.33,F,100,SP2002,11,inst181
session2354,S31320,3.33,m,100,SP2002,11,inst487
session2012,S32274,2,K,100,SP2002,11,inst240
session2245,S31365,2.33,T,100,SP2002,11,inst346
session2261,S32346,4,q,100,SP2002,12,inst359
session2369,S32172,4,d,200,SP2002,12,inst418
session2370,S32121,4,I,300,SP2002,12,inst217
session2369,S32031,4,d,200,SP2002,12,inst418
session2177,S31983,4,H,100,SP2002,12,inst207
session2369,S31785,4,d,200,SP2002,12,inst418
session2369,S31776,4,d,200,SP2002,12,inst418
session2327,S31221,4,L,300,SP2002,12,inst256
session1993,S31704,3.67,Q,200,SP2002,12,inst328
session2261,S31653,3.67,q,100,SP2002,12,inst359
session2261,S31578,3.67,q,100,SP2002,12,inst359
session2371,S31236,3,I,300,SP2002,12,inst217
session1991,S32469,3.33,Q,100,SP2002,12,inst322
session1991,S32157,3.33,Q,100,SP2002,12,inst322
session2261,S31842,3.33,q,100,SP2002,12,inst359
session2215,S32235,4,N,200,SP2002,13,inst281
session2215,S32217,4,N,200,SP2002,13,inst281
session2166,S31983,4,D,200,SP2002,13,inst159
session2215,S31647,4,N,200,SP2002,13,inst281
session2188,S31545,4,n,300,SP2002,13,inst500
session2275,S31491,4,q,300,SP2002,13,inst355
session2215,S31452,4,N,200,SP2002,13,inst281
session2215,S31335,4,N,200,SP2002,13,inst281
session2215,S31287,4,N,200,SP2002,13,inst281
session2215,S31230,4,N,200,SP2002,13,inst281
session2162,S31218,4,C,300,SP2002,13,inst143
session2275,S32268,3.67,q,300,SP2002,13,inst355
session2325,S31899,3.67,t,100,SP2002,13,inst535
session2195,S31704,3.67,m,200,SP2002,13,inst492
session2163,S31674,3.67,D,200,SP2002,13,inst166
session2013,S31470,3.67,K,100,SP2002,13,inst236
session2163,S31425,3.67,D,200,SP2002,13,inst166
session2013,S31365,3.67,K,100,SP2002,13,inst236
session2264,S32400,3,q,100,SP2002,13,inst359
session2275,S32232,3,q,300,SP2002,13,inst355
session2013,S31215,3,K,100,SP2002,13,inst236
session2163,S31395,2.67,D,200,SP2002,13,inst166
session2166,S32316,3.33,D,200,SP2002,13,inst159
session2166,S31998,3.33,D,200,SP2002,13,inst159
session2195,S31344,3.33,m,200,SP2002,13,inst492
session2013,S31326,3.33,K,100,SP2002,13,inst236
session2315,S32391,4,p,300,SP2002,14,inst511
session2246,S32358,4,T,100,SP2002,14,inst349
session2231,S32289,4,M,100,SP2002,14,inst257
session2276,S32253,4,q,300,SP2002,14,inst526
session2276,S32241,4,q,300,SP2002,14,inst526
session2164,S32184,4,D,200,SP2002,14,inst157
session2278,S32127,4,e,100,SP2002,14,inst425
session2231,S32037,4,M,100,SP2002,14,inst257
session1996,S31995,4,Q,200,SP2002,14,inst321
session2278,S31947,4,e,100,SP2002,14,inst425
session2164,S31869,4,D,200,SP2002,14,inst157
session2278,S31383,4,e,100,SP2002,14,inst425
session2315,S32142,3.67,p,300,SP2002,14,inst511
session2248,S32136,3.67,W,300,SP2002,14,inst381
session2185,S32133,3.67,n,200,SP2002,14,inst499
session2364,S32085,3.67,L,300,SP2002,14,inst248
session2364,S31923,3.67,L,300,SP2002,14,inst248
session1996,S31671,3.67,Q,200,SP2002,14,inst321
session2276,S31530,3.67,q,300,SP2002,14,inst526
session2315,S31299,3.67,p,300,SP2002,14,inst511
session2364,S31221,3.67,L,300,SP2002,14,inst248
session1996,S32418,3,Q,200,SP2002,14,inst321
session2276,S32220,3,q,300,SP2002,14,inst526
session1996,S32130,3,Q,200,SP2002,14,inst321
session2164,S32109,3,D,200,SP2002,14,inst157
session2315,S31398,3,p,300,SP2002,14,inst511
session2278,S31284,3,e,100,SP2002,14,inst425
session2288,S31920,2.67,U,100,SP2002,14,inst345
session2248,S31674,2.67,W,300,SP2002,14,inst381
session2314,S31569,2.67,O,400,SP2002,14,inst288
session2364,S32418,3.33,L,300,SP2002,14,inst248
session1996,S32355,3.33,Q,200,SP2002,14,inst321
session2246,S31953,3.33,T,100,SP2002,14,inst349
session1996,S31845,3.33,Q,200,SP2002,14,inst321
session1996,S31800,3.33,Q,200,SP2002,14,inst321
session1996,S31728,3.33,Q,200,SP2002,14,inst321
session2315,S31710,3.33,p,300,SP2002,14,inst511
session2185,S31623,3.33,n,200,SP2002,14,inst499
session2364,S31581,3.33,L,300,SP2002,14,inst248
session2231,S31542,3.33,M,100,SP2002,14,inst257
session2288,S31407,3.33,U,100,SP2002,14,inst345
session2246,S32331,2,T,100,SP2002,14,inst349
session2276,S31374,2,q,300,SP2002,14,inst526
session2231,S32085,2.33,M,100,SP2002,14,inst257
session2231,S31917,2.33,M,100,SP2002,14,inst257
session2246,S32286,1,T,100,SP2002,14,inst349
session2248,S31236,0,W,300,SP2002,14,inst381
session2288,S32028,,U,100,SP2002,14,inst345
session1992,S32466,4,Q,100,SP2002,15,inst321
session2262,S32412,4,q,100,SP2002,15,inst524
session2302,S32319,4,O,100,SP2002,15,inst290
session1992,S31341,4,Q,100,SP2002,15,inst321
session2262,S32121,3.67,q,100,SP2002,15,inst524
session2262,S32070,3.67,q,100,SP2002,15,inst524
session2218,S31707,3.67,b,100,SP2002,15,inst402
session2260,S31599,3.67,q,100,SP2002,15,inst214
session2260,S31521,3.67,q,100,SP2002,15,inst214
session2218,S31518,3.67,b,100,SP2002,15,inst402
session2328,S31470,3.67,R,100,SP2002,15,inst333
session2223,S31431,3.67,S,200,SP2002,15,inst340
session2328,S32409,3,R,100,SP2002,15,inst333
session2328,S32151,3,R,100,SP2002,15,inst333
session2223,S31212,3,S,200,SP2002,15,inst340
session2262,S31797,2.67,q,100,SP2002,15,inst524
session2218,S31242,2.67,b,100,SP2002,15,inst402
session2223,S32061,3.33,S,200,SP2002,15,inst340
session1992,S31989,3.33,Q,100,SP2002,15,inst321
session1992,S31743,3.33,Q,100,SP2002,15,inst321
session2223,S31233,3.33,S,200,SP2002,15,inst340
session2328,S32259,1.67,R,100,SP2002,15,inst333
session1992,S32427,2.33,Q,100,SP2002,15,inst321
session1992,S32214,,Q,100,SP2002,15,inst321
session2262,S32127,,q,100,SP2002,15,inst524
session1992,S32112,,Q,100,SP2002,15,inst321
session2262,S31281,,q,100,SP2002,15,inst524
session2265,S32280,4,q,200,SP2002,16,inst364
session2265,S32202,4,q,200,SP2002,16,inst364
session2265,S32097,4,q,200,SP2002,16,inst364
session2337,S31950,4,n,300,SP2002,16,inst503
session2361,S31905,4,p,100,SP2002,16,inst512
session2265,S31836,4,q,200,SP2002,16,inst364
session2268,S31566,4,q,200,SP2002,16,inst362
session2220,S31245,4,Y,100,SP2002,16,inst396
session2307,S32439,3.67,O,200,SP2002,16,inst300
session2183,S32418,3.67,p,300,SP2002,16,inst511
session2361,S32382,3.67,p,100,SP2002,16,inst512
session2361,S32343,3.67,p,100,SP2002,16,inst512
session2361,S32244,3.67,p,100,SP2002,16,inst512
session2303,S32061,3.67,O,100,SP2002,16,inst293
session2265,S32013,3.67,q,200,SP2002,16,inst364
session2361,S31698,3.67,p,100,SP2002,16,inst512
session2265,S31674,3.67,q,200,SP2002,16,inst364
session2010,S31560,3.67,d,200,SP2002,16,inst415
session2183,S31551,3.67,p,300,SP2002,16,inst511
session2361,S31527,3.67,p,100,SP2002,16,inst512
session2181,S31440,3.67,p,200,SP2002,16,inst517
session2183,S31215,3.67,p,300,SP2002,16,inst511
session2268,S32196,3,q,200,SP2002,16,inst362
session2268,S31497,3,q,200,SP2002,16,inst362
session2337,S31347,3,n,300,SP2002,16,inst503
session2180,S31209,3,H,400,SP2002,16,inst204
session2265,S32397,3.33,q,200,SP2002,16,inst364
session2220,S32277,3.33,Y,100,SP2002,16,inst396
session2220,S32082,3.33,Y,100,SP2002,16,inst396
session2183,S31818,3.33,p,300,SP2002,16,inst511
session2180,S31455,3.33,H,400,SP2002,16,inst204
session2183,S31224,3.33,p,300,SP2002,16,inst511
session2268,S31416,,q,200,SP2002,16,inst362
session2221,S32226,4,Y,200,SP2002,17,inst394
session2219,S32181,4,Y,100,SP2002,17,inst396
session2362,S32169,4,p,100,SP2002,17,inst512
session2368,S32166,4,O,100,SP2002,17,inst295
session2352,S31539,4,W,300,SP2002,17,inst337
session2362,S31428,4,p,100,SP2002,17,inst512
session2362,S31377,4,p,100,SP2002,17,inst512
session2368,S31263,4,O,100,SP2002,17,inst295
session2368,S31254,4,O,100,SP2002,17,inst295
session2343,S32478,3.67,A,100,SP2002,17,inst126
session2362,S31902,3.67,p,100,SP2002,17,inst512
session2219,S31749,3.67,Y,100,SP2002,17,inst396
session2362,S31278,3.67,p,100,SP2002,17,inst512
session2352,S31878,3,W,300,SP2002,17,inst337
session2352,S32004,2.67,W,300,SP2002,17,inst337
session2352,S31578,2.67,W,300,SP2002,17,inst337
session2221,S31887,3.33,Y,200,SP2002,17,inst394
session2368,S31455,3.33,O,100,SP2002,17,inst295
session2334,S31533,2,O,300,SP2002,17,inst309
session2334,S31305,2.33,O,300,SP2002,17,inst309
session2317,S32370,4,I,100,SP2002,18,inst213
session2317,S32181,4,I,100,SP2002,18,inst213
session2308,S32157,4,O,300,SP2002,18,inst293
session2214,S32016,4,i,100,SP2002,18,inst400
session2199,S31812,4,k,100,SP2002,18,inst440
session2182,S31767,4,p,300,SP2002,18,inst511
session2199,S31737,4,k,100,SP2002,18,inst440
session2277,S31737,4,q,300,SP2002,18,inst526
session2277,S31677,4,q,300,SP2002,18,inst526
session2308,S31509,4,O,300,SP2002,18,inst293
session2169,S31506,4,D,300,SP2002,18,inst167
session2308,S31485,4,O,300,SP2002,18,inst293
session2199,S31479,4,k,100,SP2002,18,inst440
session2317,S31362,4,I,100,SP2002,18,inst213
session2182,S31275,4,p,300,SP2002,18,inst511
session2277,S32223,3.67,q,300,SP2002,18,inst526
session2277,S32217,3.67,q,300,SP2002,18,inst526
session2317,S32211,3.67,I,100,SP2002,18,inst213
session2305,S32079,3.67,O,100,SP2002,18,inst309
session2182,S31758,3.67,p,300,SP2002,18,inst511
session2308,S31599,3.67,O,300,SP2002,18,inst293
session2199,S31590,3.67,k,100,SP2002,18,inst440
session2305,S31308,3.67,O,100,SP2002,18,inst309
session2240,S31488,3,M,300,SP2002,18,inst263
session2305,S32331,2.67,O,100,SP2002,18,inst309
session2214,S32286,2.67,i,100,SP2002,18,inst400
session2240,S32214,2.67,M,300,SP2002,18,inst263
session2305,S31761,3.33,O,100,SP2002,18,inst309
session2305,S31752,3.33,O,100,SP2002,18,inst309
session2305,S31635,3.33,O,100,SP2002,18,inst309
session2305,S31563,3.33,O,100,SP2002,18,inst309
session2240,S31251,2,M,300,SP2002,18,inst263
session2176,S31227,2,F,300,SP2002,18,inst192
session2365,S32253,4,W,300,SP2002,19,inst384
session2003,S32055,4,d,100,SP2002,19,inst416
session2003,S31911,4,d,100,SP2002,19,inst416
session2321,S31866,4,G,100,SP2002,19,inst196
session2367,S31734,4,I,300,SP2002,19,inst213
session2247,S31395,4,W,100,SP2002,19,inst374
session2003,S31287,4,d,100,SP2002,19,inst416
session2237,S32010,3.67,M,100,SP2002,19,inst268
session2237,S31590,3.67,M,100,SP2002,19,inst268
session2216,S31560,3.67,i,200,SP2002,19,inst400
session2003,S31437,3.67,d,100,SP2002,19,inst416
session2230,S32316,3,J,300,SP2002,19,inst224
session2253,S32271,3,W,400,SP2002,19,inst372
session2237,S32163,3,M,100,SP2002,19,inst268
session2230,S31998,3,J,300,SP2002,19,inst224
session2321,S31848,3,G,100,SP2002,19,inst196
session2237,S31782,3,M,100,SP2002,19,inst268
session2230,S31407,3,J,300,SP2002,19,inst224
session2216,S31341,3,i,200,SP2002,19,inst400
session2230,S31239,3,J,300,SP2002,19,inst224
session2237,S32472,2.67,M,100,SP2002,19,inst268
session2237,S32454,2.67,M,100,SP2002,19,inst268
session2321,S31974,2.67,G,100,SP2002,19,inst196
session2237,S31791,2.67,M,100,SP2002,19,inst268
session2216,S32265,3.33,i,200,SP2002,19,inst400
session2216,S31959,3.33,i,200,SP2002,19,inst400
session2252,S31878,3.33,W,400,SP2002,19,inst372
session2241,S31467,3.33,M,300,SP2002,19,inst259
session2003,S31308,2,d,100,SP2002,19,inst416
session2321,S31920,1.67,G,100,SP2002,19,inst196
session2230,S31200,0,J,300,SP2002,19,inst224
session2003,S31593,,d,100,SP2002,19,inst416
session2358,S32358,4,m,300,SP2002,20,inst496
session2324,S32310,4,L,100,SP2002,20,inst245
session2326,S32226,4,E,100,SP2002,20,inst169
session2269,S32205,4,q,200,SP2002,20,inst530
session2269,S32184,4,q,200,SP2002,20,inst530
session2239,S32175,4,M,200,SP2002,20,inst258
session2270,S31956,4,q,200,SP2002,20,inst359
session2326,S31938,4,E,100,SP2002,20,inst169
session2316,S31869,4,p,100,SP2002,20,inst515
session2267,S31854,4,q,200,SP2002,20,inst526
session2270,S31515,4,q,200,SP2002,20,inst359
session2324,S31380,4,L,100,SP2002,20,inst245
session2270,S31377,4,q,200,SP2002,20,inst359
session2270,S31371,4,q,200,SP2002,20,inst359
session2270,S31332,4,q,200,SP2002,20,inst359
session2326,S31245,4,E,100,SP2002,20,inst169
session2349,S32445,3.67,d,100,SP2002,20,inst414
session2226,S32388,3.67,J,100,SP2002,20,inst229
session1994,S32367,3.67,Q,200,SP2002,20,inst326
session2306,S32145,3.67,O,100,SP2002,20,inst291
session2306,S32058,3.67,O,100,SP2002,20,inst291
session2326,S32046,3.67,E,100,SP2002,20,inst169
session2267,S31860,3.67,q,200,SP2002,20,inst526
session2269,S31779,3.67,q,200,SP2002,20,inst530
session2269,S31644,3.67,q,200,SP2002,20,inst530
session2306,S31566,3.67,O,100,SP2002,20,inst291
session1994,S31482,3.67,Q,200,SP2002,20,inst326
session2269,S31452,3.67,q,200,SP2002,20,inst530
session2306,S31422,3.67,O,100,SP2002,20,inst291
session2269,S31410,3.67,q,200,SP2002,20,inst530
session1994,S31329,3.67,Q,200,SP2002,20,inst326
session1994,S31272,3.67,Q,200,SP2002,20,inst326
session2263,S31203,3.67,q,100,SP2002,20,inst355
session2349,S31836,3,d,100,SP2002,20,inst414
session2324,S31833,3,L,100,SP2002,20,inst245
session2306,S31374,3,O,100,SP2002,20,inst291
session2196,S31224,3,m,200,SP2002,20,inst483
session2267,S32409,2.67,q,200,SP2002,20,inst526
session2226,S32019,2.67,J,100,SP2002,20,inst229
session2263,S31464,2.67,q,100,SP2002,20,inst355
session2324,S32475,3.33,L,100,SP2002,20,inst245
session2358,S32268,3.33,m,300,SP2002,20,inst496
session1997,S32187,3.33,Q,300,SP2002,20,inst322
session1994,S32154,3.33,Q,200,SP2002,20,inst326
session1997,S32145,3.33,Q,300,SP2002,20,inst322
session2269,S31893,3.33,q,200,SP2002,20,inst530
session2269,S31830,3.33,q,200,SP2002,20,inst530
session2226,S31818,3.33,J,100,SP2002,20,inst229
session2263,S31695,3.33,q,100,SP2002,20,inst355
session2226,S31650,3.33,J,100,SP2002,20,inst229
session2267,S31305,3.33,q,200,SP2002,20,inst526
session2349,S31278,3.33,d,100,SP2002,20,inst414
session2263,S31869,2,q,100,SP2002,20,inst355
session2324,S31200,2,L,100,SP2002,20,inst245
session2239,S31350,2.33,M,200,SP2002,20,inst258
session2269,S31851,,q,200,SP2002,20,inst530
session2263,S31839,,q,100,SP2002,20,inst355
session2269,S31635,,q,200,SP2002,20,inst530
session2267,S31629,,q,200,SP2002,20,inst526
session1994,S31449,,Q,200,SP2002,20,inst326
session2271,S32148,4,q,200,SP2002,21,inst530
session2318,S31956,4,i,300,SP2002,21,inst438
session2348,S31887,4,N,300,SP2002,21,inst283
session2348,S31875,4,N,300,SP2002,21,inst283
session2271,S31758,4,q,200,SP2002,21,inst530
session2271,S31458,4,q,200,SP2002,21,inst530
session2318,S32133,3.67,i,300,SP2002,21,inst438
session2355,S32073,3.67,O,300,SP2002,21,inst291
session2318,S32064,3.67,i,300,SP2002,21,inst438
session2271,S31824,3.67,q,200,SP2002,21,inst530
session2318,S31704,3.67,i,300,SP2002,21,inst438
session2355,S31416,3.67,O,300,SP2002,21,inst291
session2348,S31473,3,N,300,SP2002,21,inst283
session2318,S31725,3.33,i,300,SP2002,21,inst438
session2355,S31305,3.33,O,300,SP2002,21,inst291
session2348,S31272,3.33,N,300,SP2002,21,inst283
session2271,S32451,,q,200,SP2002,21,inst530
session2271,S32115,,q,200,SP2002,21,inst530
session2271,S31236,,q,200,SP2002,21,inst530
session2279,S31626,4,e,100,SP2002,22,inst430
session2279,S31542,4,e,100,SP2002,22,inst430
session2279,S31518,4,e,100,SP2002,22,inst430
session2201,S31422,4,k,100,SP2002,22,inst462
session2251,S31275,4,W,300,SP2002,22,inst211
session2279,S31275,4,e,100,SP2002,22,inst430
session2251,S31203,4,W,300,SP2002,22,inst211
session2279,S32457,3.67,e,100,SP2002,22,inst430
session2279,S32361,3.67,e,100,SP2002,22,inst430
session2251,S32349,3.67,W,300,SP2002,22,inst211
session2005,S32340,3.67,d,100,SP2002,22,inst243
session2201,S31956,3.67,k,100,SP2002,22,inst462
session2005,S31656,3.67,d,100,SP2002,22,inst243
session2005,S31608,3.67,d,100,SP2002,22,inst243
session2279,S32133,3,e,100,SP2002,22,inst430
session2251,S32124,3,W,300,SP2002,22,inst211
session2005,S32061,3,d,100,SP2002,22,inst243
session2238,S31734,3,M,100,SP2002,22,inst259
session2201,S31662,3,k,100,SP2002,22,inst462
session2005,S31398,3,d,100,SP2002,22,inst243
session2201,S31386,3,k,100,SP2002,22,inst462
session2005,S31251,3,d,100,SP2002,22,inst243
session2251,S32439,2.67,W,300,SP2002,22,inst211
session2279,S32268,3.33,e,100,SP2002,22,inst430
session2238,S31881,3.33,M,100,SP2002,22,inst259
session2251,S31659,3.33,W,300,SP2002,22,inst211
session2201,S31278,3.33,k,100,SP2002,22,inst462
session2005,S32361,2,d,100,SP2002,22,inst243
session2279,S31692,2,e,100,SP2002,22,inst430
session2322,S32286,1.67,G,200,SP2002,22,inst202
session2279,S32397,2.33,e,100,SP2002,22,inst430
session2279,S31563,2.33,e,100,SP2002,22,inst430
session2304,S32157,4,O,100,SP2002,23,inst285
session2008,S31995,4,d,200,SP2002,23,inst412
session2000,S31476,4,d,100,SP2002,23,inst420
session2304,S32412,3.67,O,100,SP2002,23,inst285
session2313,S31944,3.67,O,400,SP2002,23,inst300
session2304,S31407,3.67,O,100,SP2002,23,inst285
session2304,S31365,3.67,O,100,SP2002,23,inst285
session2000,S32100,2.67,d,100,SP2002,23,inst420
session2000,S31842,2.67,d,100,SP2002,23,inst420
session2008,S31470,2.67,d,200,SP2002,23,inst412
session2304,S32313,3.33,O,100,SP2002,23,inst285
session2304,S32199,3.33,O,100,SP2002,23,inst285
session2304,S32181,3.33,O,100,SP2002,23,inst285
session2000,S31764,3.33,d,100,SP2002,23,inst420
session2000,S32373,2,d,100,SP2002,23,inst420
session2000,S32214,1.67,d,100,SP2002,23,inst420
session2000,S31662,1.67,d,100,SP2002,23,inst420
session2320,S32376,4,G,100,SP2002,24,inst197
session2272,S32190,4,q,200,SP2002,24,inst358
session2320,S32055,4,G,100,SP2002,24,inst197
session2320,S31626,4,G,100,SP2002,24,inst197
session2232,S31491,4,M,100,SP2002,24,inst257
session2210,S31401,4,i,100,SP2002,24,inst437
session2210,S31254,4,i,100,SP2002,24,inst437
session2210,S32280,3.67,i,100,SP2002,24,inst437
session2178,S32205,3.67,H,100,SP2002,24,inst208
session2210,S32157,3.67,i,100,SP2002,24,inst437
session2210,S32082,3.67,i,100,SP2002,24,inst437
session2210,S31968,3.67,i,100,SP2002,24,inst437
session2178,S31929,3.67,H,100,SP2002,24,inst208
session2320,S31863,3.67,G,100,SP2002,24,inst197
session2272,S31527,3.67,q,200,SP2002,24,inst358
session2178,S31521,3.67,H,100,SP2002,24,inst208
session2178,S31359,3.67,H,100,SP2002,24,inst208
session2210,S32352,3,i,100,SP2002,24,inst437
session2320,S32265,3,G,100,SP2002,24,inst197
session2320,S32256,3,G,100,SP2002,24,inst197
session2320,S31713,3,G,100,SP2002,24,inst197
session2210,S31365,3,i,100,SP2002,24,inst437
session2320,S31266,3,G,100,SP2002,24,inst197
session2320,S32046,2.67,G,100,SP2002,24,inst197
session2178,S31644,2.67,H,100,SP2002,24,inst208
session2210,S32145,3.33,i,100,SP2002,24,inst437
session2178,S32109,3.33,H,100,SP2002,24,inst208
session2178,S31896,3.33,H,100,SP2002,24,inst208
session2178,S31854,3.33,H,100,SP2002,24,inst208
session2320,S31641,3.33,G,100,SP2002,24,inst197
session2210,S31494,3.33,i,100,SP2002,24,inst437
session2210,S31410,3.33,i,100,SP2002,24,inst437
session2210,S31278,3.33,i,100,SP2002,24,inst437
session2200,S31257,3.33,k,100,SP2002,24,inst472
session2232,S32262,2,M,100,SP2002,24,inst257
session2320,S31299,1.67,G,100,SP2002,24,inst197
session2320,S32442,2.33,G,100,SP2002,24,inst197
session2357,S31257,4,k,200,SP2002,25,inst459
session2249,S31203,4,W,300,SP2002,25,inst337
