Name,ID,DaysSurvived,Status,Type,Price,AvgRate,NumRate,Category,Size,NumLang,AgeRate,SysRequirements
Cycloramic for iPhone 5/5S Egos Ventures 907159478,907159478,17,1,paid,1.99,2.5,310,Photo & Video,19.68064499,11,04+,med
Speedtest.net Mobile Speed Test Ookla 300704847,300704847,1,1,free,0,3.5,61617,Utilities,19.56999397,17,04+,med
"CrazyShooting GUMP TECH CO., LIMITED 913464756",913464756,2,1,free,0,4,78,Games,19.54158497,2,17+,low
Things Cultured Code GmbH & Co. KG 284971781,284971781,233,1,paid,9.99,4,15269,other,19.46875763,6,04+,high
Things Cultured Code GmbH & Co. KG 284971781,284971781,9,1,free,0,4,15262,other,19.46875763,6,04+,high
"GIF Keyboard Riffsy, Inc 917932200",917932200,25,1,free,0,3.5,2089,Utilities,19.43576336,24,17+,high
Goblin Sword Eleftherios Christodoulatos 905488045,905488045,39,1,paid,1.99,4.5,1245,Games,19.41004944,1,09+,med
"The Villages GPS BK Partnerships, LLC 765377272",765377272,1,1,paid,6.99,3,38,other,19.33581448,1,04+,med
CARROT Weather - Talking Forecast Robot Grailr LLC 961390574,961390574,203,1,paid,3.99,4.5,2469,other,19.31918907,1,12+,high
Fillr _ Autofill for mobile. Pop Tech Pty Ltd 971588428,971588428,1,1,free,0,4.5,53,other,19.23361874,9,04+,high
60Hz - TV Series Tracker M2D2 Pty Ltd 973643960,973643960,2,1,paid,3.99,3,16,Entertainment,19.19512177,1,04+,high
"Best Buy Best Buy Co., Inc. 314855255",314855255,4,1,free,0,3.5,61772,other,19.18734074,2,04+,med
Lastronaut Darrin Henein 805839157,805839157,7,1,free,0,4.5,1457,Games,19.16656399,1,09+,med
Lines the Game Gamious 904207373,904207373,3,1,paid,2.99,4.5,35,Games,18.9485817,1,04+,low
99 Eggnogs Crazy Labs 943426444,943426444,2,1,free,0,4,146,Games,18.87105465,1,04+,med
Stair: Slide the Blocks to Ascend Alec Thomson 930230855,930230855,2,1,paid,1.99,4.5,97,Games,18.75062752,1,04+,low
"Funny Pics StuckPixel, Inc. 317374984",317374984,1,1,free,0,3,121573,Entertainment,18.72439384,1,17+,med
Red Square: US Air Force Reaction Test Ivan Domankov 869396209,869396209,1,1,free,0,4.5,810,Games,18.62301159,1,04+,med
"Pop the Lock Simple Machine, LLC 979100082",979100082,3,1,free,0,4.5,14649,Games,18.59288788,1,04+,med
Soccer Physics Otto-Ville Ojala 898568005,898568005,23,1,paid,1.99,4.5,688,Games,18.58584118,1,04+,med
Amex Mobile American Express 362348516,362348516,1,1,free,0,3,6035,other,18.56079102,1,04+,med
"Fit the Fat FIVE BITS, INC. 890375183",890375183,369,1,free,0,3,6738,Games,18.54614925,1,04+,med
8mm Vintage Camera Nexvio Inc. 406541444,406541444,2,1,paid,1.99,4.5,2982,Photo & Video,18.47137642,3,04+,high
ScribbleBoard for iOS 8 - Keyboard to draw your messages BSP US 909634803,909634803,1,1,free,0,2.5,82,Utilities,18.41542625,1,04+,high
Plug Pocketmine for Minecraft PE Innovative Developers LTD 1030395486,1030395486,3,1,paid,1.99,3,154,Games,18.40751839,13,04+,med
TIDAL TIDAL Music AS 913943275,913943275,213,1,free,0,3.5,1948,other,18.29798603,10,12+,high
ESPN Tournament Challenge ESPN 359891723,359891723,7,1,free,0,4,38412,other,18.25354195,1,04+,med
Stick Texting _ The College Series Mitchell Robiner 631073589,631073589,1,1,paid,1.99,3.5,16,Utilities,18.22805309,1,17+,med
Slayin FDG Mobile Games GbR 548580856,548580856,7,1,free,0,4.5,43447,Games,18.16989899,1,12+,low
"Audiobooks HQ _ 9,750+ FREE & 100,000 Premium Audio Books Inkstone Software, Inc. 573235547",573235547,1,1,paid,1.99,4.5,505,other,18.16805267,18,12+,med
rop MildMania 970421850,970421850,199,1,paid,0.99,4,229,Games,18.00341129,12,04+,med
"Photo Transfer App - Easily copy, delete, share and backup pictures and videos over wifi between devices and computer ERCLab, LLC 365152940",365152940,1,1,paid,2.99,4.5,15126,Photo & Video,17.9155798,2,04+,med
"Beats Music Beats Music, LLC. 781817640",781817640,51,1,free,0,4,20020,other,17.89737415,1,12+,med
"LA Fitness Mobile Fitness International, LLC 376098999",376098999,2,1,free,0,2.5,2053,other,17.89140797,1,17+,med
"Google Play Music Google, Inc. 691797987",691797987,1,1,free,0,3,3482,other,17.88898563,31,12+,med
Spinny Circle Josiah Jenkins 992448528,992448528,2,1,free,0,4,1002,Games,17.63142681,1,04+,med
"The Voice Official App NBCUniversal Media, LLC 910608607",910608607,74,1,free,0,3.5,483,Entertainment,17.61556149,1,04+,med
MovieTime++ Tayfun Susamcioglu 887580814,887580814,4,1,paid,0,1.5,163,Entertainment,17.53411198,4,04+,med
The Weather Channel• Max The Weather Channel Interactive 316415412,316415412,27,1,paid,3.99,3,11489,other,17.53321743,6,04+,med
HBO NOW HBO 971265422,971265422,241,1,free,0,2.5,3744,Entertainment,17.40151691,1,17+,med
"myAT&T AT&T Services, Inc. 309172177",309172177,364,1,free,0,3,93442,Utilities,17.37708569,2,04+,med
Lock Screen Plus Faizan Kasbati 852699108,852699108,5,1,paid,1.99,4,1317,other,17.34454536,1,04+,med
"GIF for Messenger Riffsy, Inc 973610776",973610776,2,1,free,0,4,54,other,17.30536938,24,12+,high
Fantasy Premier League 2015/16 - Official App Premier League 1013374789,1013374789,19,1,paid,1.99,1.5,133,other,17.28828621,1,17+,high
Charades! Free FatChicken Studios 653967729,653967729,83,1,free,0,4.5,16434,Games,17.20367813,1,04+,med
Speakeasy Conference Calling Speakeasy Tech 938439739,938439739,1,1,free,0,4.5,25,other,17.19647598,1,04+,med
"Clear _ Tasks, Reminders & To-Do Lists Realmac Software 493136154",493136154,81,1,paid,4.99,4,7053,other,17.17681885,1,04+,high
Amazing Ninja Ketchapp 933989137,933989137,15,1,free,0,4.5,9964,Games,17.16117477,12,04+,med
Run Bird Run Ketchapp 951346475,951346475,6,1,free,0,4.5,3727,Games,17.07460213,4,04+,med
"Pittsburgh Football Radio & Live Scores Red Ripe Media, LLC 473142997",473142997,1,1,paid,0.99,4,100,other,17.04073048,1,04+,med
FACIE Facie Labs 726895069,726895069,54,1,paid,3.99,3.5,234,Photo & Video,16.94904804,14,04+,med
"Gmail - email from Google Google, Inc. 422689480",422689480,373,0,free,0,4,103641,other,16.90059376,57,04+,med
Video Calls with Santa Standard Media Company 343638336,343638336,32,1,paid,1.99,3.5,220,other,16.8171072,1,04+,low
Launcher with Notification Center Widget Cromulent Labs 905099592,905099592,1,1,free,0,4.5,1231,other,16.81150436,13,04+,high
Locky HD - Customize the themes and backgrounds of your lock screen with beautiful wallpapers Mobile Bros 813532777,813532777,8,1,free,0,3.5,1533,Entertainment,16.77753067,1,04+,med
"Forest: Stay focused, be present ShaoKan Pi 866450515",866450515,11,1,paid,0.99,4.5,445,other,16.74246883,6,04+,med
"Flyy - Listen and share your voice Voice Urself, LLC 968961270",968961270,1,1,free,0,5,97,other,16.65968323,1,17+,med
Backflip Madness Gamesoul Studio 564874986,564874986,23,1,paid,0.99,4.5,9981,Games,16.62908745,1,09+,low
Alpha Omega Creator - QR Codes For Pok_mon Celadon Software Ltd. 965552611,965552611,1,1,paid,1.99,3.5,567,Utilities,16.62246132,1,04+,med
Captain Rocket Ketchapp 978918786,978918786,6,1,free,0,4,723,Games,16.59770489,12,04+,med
"Tone It Up Tone It Up, LLC 556859206",556859206,4,1,paid,0.99,3,204,other,16.57073212,1,04+,med
Summoners War Com2uS Corp. 852912420,852912420,1,1,free,0,4.5,124872,Games,16.55114174,14,12+,med
Slide The Block Alegrium 898707431,898707431,6,1,free,0,4.5,2974,Games,16.49218082,1,04+,med
Squiggly sketching keyboard Apptitude ApS 942433449,942433449,7,1,paid,0.99,3.5,43,Utilities,16.49161053,1,04+,high
Photo Editor by Aviary Aviary 527445936,527445936,76,1,free,0,4.5,36827,Photo & Video,16.388237,19,04+,med
"HeyHey HeyHey, SpA 702616311",702616311,3,1,free,0,4,53,other,16.35065937,2,04+,med
Pixel Disc Golf Jari Raisanen 925327897,925327897,2,1,paid,1.99,4.5,112,Games,16.33744621,1,04+,med
Tamagotchi Classic - The Original Tamagotchi Game BANDAI NAMCO Entertainment Inc. 985927350,985927350,254,1,paid,0.99,3.5,70,Games,16.2867403,1,04+,med
Shade Spotter Apex Apps DMCC 950932847,950932847,5,1,free,0,4,869,Games,16.26099968,1,04+,med
My Safety Net. RedFlag Technologies 979060292,979060292,1,1,paid,0.99,NA,NA,other,16.23265457,1,04+,med
"AT&T Mobile Transfer - Free AT&T Services, Inc. 884023735",884023735,2,1,free,0,4.5,861,Utilities,16.2295351,2,04+,med
The Ensign Amirali Rajan 908073488,908073488,5,1,paid,0.99,4.5,771,Games,16.19409466,1,12+,med
iTranslate Voice - translator & dictionary Sonico GmbH 522626820,522626820,6,1,paid,6.99,4,13807,other,16.16462135,23,04+,med
Harvest - Select the Best Produce Sean Murphy 320650307,320650307,1,1,paid,1.99,4,288,other,16.12438393,1,04+,med
Helium Video Booth Lite Appkruti Solutions LLP 500043325,500043325,1,1,free,0,4.5,3588,Entertainment,16.09109306,1,04+,med
WatchESPN ESPN 429009175,429009175,3,1,free,0,4,112859,other,16.07342529,1,04+,high
Snap Upload Free For Snapchat - Send photos & videos from your camera roll XIANGHUA YI 950608825,950608825,174,1,free,0,4.5,16206,Utilities,16.07056236,2,12+,med
Elementary Minute Klemens Strasser 889417668,889417668,2,1,paid,0.99,4,20,Games,16.0611496,2,04+,high
Circle Ketchapp 911152486,911152486,20,1,free,0,4.5,34045,Games,16.0231514,4,04+,med
"Colorburn - 1000 Filters Camera Wanman, Inc. 899003026",899003026,14,1,paid,0.99,4.5,265,Photo & Video,16.00997353,10,04+,med
Swaggy Ninja tastypill 993570169,993570169,4,1,free,0,4.5,705,Games,15.9155283,1,04+,med
"Project Color_ by The Home Depot The Home Depot, Inc. 1002417141",1002417141,324,1,free,0,3.5,250,other,15.78614521,1,04+,high
Skill Wave Appsolute Games LLC 1010023240,1010023240,5,1,free,0,4.5,431,Games,15.70235538,1,09+,med
Framatic - Magic Photo Collage and Pic Frame Stitch for Instagram FREE Lotogram 568780324,568780324,5,1,free,0,4.5,204895,other,15.65483379,18,04+,med
The Sounds of Vine Linda Brienza 924710664,924710664,11,1,paid,0.99,4,272,Entertainment,15.63545036,1,12+,med
The Sounds of Vine Linda Brienza 924710664,924710664,3,1,free,0,4,272,Entertainment,15.63545036,1,12+,med
Diptic Peak Systems 377989827,377989827,2,1,paid,0.99,4.5,7268,Photo & Video,15.55442238,1,04+,med
WordBrain MAG Interactive 708600202,708600202,216,1,free,0,4.5,186924,Games,15.53892803,16,04+,med
Fotograf Nevercenter Ltd. Co. 790013619,790013619,1,1,paid,1.99,4,90,Photo & Video,15.49416447,1,04+,med
Storm Shield E.W. Scripps Company 526831380,526831380,5,1,paid,2.99,4,1455,other,15.49249554,1,12+,med
SecureLine VPN - WiFi security and privacy shield AVAST Software 793096595,793096595,1,1,free,0,4,914,Utilities,15.4601965,27,04+,med
Quick Scan Pro - Barcode Scanner. Deal Finder. Money Saver. iHandy Inc. 447752317,447752317,55,1,paid,0.99,4.5,3778,other,15.45271778,1,04+,low
Flashlight _ iHandy Inc. 381471023,381471023,88,1,free,0,5,128396,Utilities,15.38217449,23,04+,low
ReindeerCam ReindeerCam 568939466,568939466,5,1,paid,1.99,4.5,2715,Entertainment,15.29222107,3,04+,low
TouchRetouch Adva-Soft 373311252,373311252,3,1,paid,1.99,4,456,Photo & Video,15.28249168,11,04+,low
"Next Glass _ Drink Smart Next Glass, Inc. 868322878",868322878,3,1,free,0,3.5,303,other,15.27457714,1,17+,med
Cam Animate - Bring your pics to life! half click studios inc 847307107,847307107,1,1,free,0,4.5,121,Photo & Video,15.24385929,1,04+,med
Spring - Shop 800+ brands with free shipping Spring NYC 899156093,899156093,1,1,free,0,4.5,463,other,15.2427187,1,04+,med
Spring Ninja Ketchapp 963980545,963980545,21,1,free,0,4,4874,Games,15.21388245,11,04+,med
FontBoard Apps4Life 917470039,917470039,4,1,paid,2.99,4.5,277,Entertainment,15.16604805,1,04+,med
Multiplayer for Minecraft PE Innovative Devs 609704981,609704981,31,1,paid,2.99,4,31948,Games,15.16336823,1,04+,med
Impossible Flappy - Flappy's Back EmBraze 845040429,845040429,5,1,free,0,4.5,99110,Entertainment,15.1489706,12,04+,med
Gratitude Journal ~ the original! Happy Tapper 299604556,299604556,3,1,paid,1.99,3.5,3699,other,14.70682335,25,04+,med
"Rooms _ Create Something Together Facebook, Inc. 924643029",924643029,1,1,free,0,3,193,other,14.63564682,4,12+,med
PicFrame ActiveDevelopment 433398108,433398108,6,1,paid,0.99,4.5,6147,Photo & Video,14.59525585,18,04+,high
HotSchedules HotSchedules 294934058,294934058,374,1,paid,2.99,3.5,2920,other,14.58953857,1,04+,med
Quizlet - Flashcards & Study Tools Quizlet LLC 546473125,546473125,13,1,free,0,4.5,7972,other,14.5827589,1,04+,med
THE GAME OF LIFE Classic Edition Electronic Arts 326912270,326912270,373,0,paid,0.99,3.5,20553,Games,14.55345345,5,04+,low
Sprint Protect Sprint 867042871,867042871,1,1,free,0,2,119,Utilities,14.54961872,2,04+,med
Mickey's Spooky Night Puzzle Book Disney 398254950,398254950,11,1,paid,0.99,4,1455,other,14.52490616,1,04+,low
Tweak My Texts Jeffrey Peters 950418831,950418831,2,1,paid,1.99,2.5,110,Utilities,14.49259663,1,04+,med
NOAA Weather Radio Christopher Coudriet 410148139,410148139,39,1,paid,3.99,4.5,2822,other,14.4242239,3,04+,low
"Holiday Greetings - 3D Animations, Emoji, Emoticons, Sounds & Videos for Special Occasions Dating DNA, Inc. 405891908",405891908,1,1,paid,0.99,4.5,179,Entertainment,14.40666962,1,09+,low
WolframAlpha Wolfram Group LLC 334989259,334989259,77,1,paid,2.99,4,7078,other,14.39254761,1,09+,med
Stickman Rush Ketchapp 972445725,972445725,7,1,free,0,4,1238,Games,14.33662796,4,04+,med
Solitaire_†ç Harpan LLC 593715088,593715088,367,1,free,0,4.5,13804,Games,14.29826069,19,04+,med
ZonePlay Betware Limited 908958813,908958813,2,1,paid,3.99,4.5,27,other,14.25757694,2,04+,high
Phases Ketchapp 912531759,912531759,8,1,free,0,3.5,4331,Games,14.21380043,1,04+,med
Random Heroes 3 Ravenous Games Inc. 921379745,921379745,5,1,paid,0.99,4.5,149,Games,14.16438675,1,12+,med
Sprint Zone Sprint 491126018,491126018,3,1,free,0,2,1171,Utilities,14.08933449,1,04+,high
2 Cars Ketchapp 936839198,936839198,18,1,free,0,4.5,7490,Games,14.0233717,13,04+,med
DrawType Keyboard Theodore Watson 924332344,924332344,3,1,paid,0.99,3,29,Utilities,13.85590744,1,04+,high
SoundVine Pro - For Funniest Vine & YouTube Sounds JH1 Development Enterprises 938190245,938190245,7,1,paid,1.99,4.5,5073,Entertainment,13.79400826,1,17+,med
Checkmark 2 Snowman 825863849,825863849,1,1,paid,4.99,3.5,150,other,13.72811413,5,04+,high
"Periscope Twitter, Inc. 972909677",972909677,209,1,free,0,3.5,2219,other,13.69441891,35,04+,med
"Chromecast Google, Inc. 680819774",680819774,4,1,free,0,3,2337,Utilities,13.6304884,69,04+,med
Piano Tiles (Don't Tap The White Tile) Cheetah Technology Corporation Limited 848160327,848160327,10,1,free,0,4.5,163953,Games,13.59531593,13,04+,med
Flow Free Big Duck Games LLC 526641427,526641427,38,1,free,0,4.5,343834,Games,13.54917717,1,04+,med
Weather Nerd - Forecasts & Radar All Star Apps 958363882,958363882,237,1,paid,3.99,4.5,760,other,13.41794014,1,04+,high
Awesome Calendar YunaSoft Inc. 480102733,480102733,2,1,paid,6.99,4.5,4007,other,13.39637756,17,04+,med
"Radar Cast Elite - NOAA Hi-Def FutureCast, Push Notifications, Driving Directions, Lightning Strikes & Weather WeatherSphere 601606659",601606659,38,1,paid,2.99,5,3051,other,13.37332058,1,04+,med
Astropad Mini Astro HQ 1024285651,1024285651,1,1,paid,4.99,4.5,24,other,13.3371563,1,04+,high
"RotoWire Fantasy Football Draft Kit 2015 Roto Sports, Inc. 977288672",977288672,28,1,paid,4.99,4.5,202,other,13.31923199,1,04+,med
"Stylebook left brain / right brain, LLC 335709058",335709058,187,1,paid,3.99,4,1093,other,13.2555666,3,09+,med
Loopy HD A Tasty Pixel 467923185,467923185,26,1,paid,3.99,4,501,other,13.25229645,4,04+,med
"DoubleDown Casino - Free Slots, Video Poker, Blackjack, and More DoubleDown Interactive B.V. 485126024",485126024,2,1,free,0,4,69827,Games,13.23243713,6,12+,med
FingerKey Leandro Luizari 932228994,932228994,6,1,paid,1.99,2,122,other,13.21598721,1,04+,NA
Gunny Ermey's Alarm Clock RLeeErmey.com 998797628,998797628,2,1,paid,2.99,1.5,27,Utilities,13.18797684,1,12+,med
VHS Camcorder Rarevision 679454835,679454835,25,1,paid,3.99,4,388,Photo & Video,13.16365814,1,04+,high
Singles Badge Michael Lee Flann 935193392,935193392,1,1,free,0,4,7,other,13.05948639,1,17+,med
Hurricane Pro - Best Hurricane Tracker for Severe Weather Kitty Code 291430598,291430598,2,1,paid,3.99,4.5,2014,other,12.9935112,1,04+,high
doTERRA InfoTrax 956782069,956782069,214,1,paid,1.99,3,70,other,12.91369629,14,04+,med
"Moodnotes - Thought Journal / Mood Diary Thriveport, LLC 1019230398",1019230398,7,1,paid,3.99,4,33,other,12.88267326,1,12+,high
Go ahead ! Truck Keith Hertzer 980464513,980464513,3,1,free,0,4,24,Games,12.88228798,1,04+,med
"College Football Radio & Live Scores! Red Ripe Media, LLC 654090811",654090811,1,1,paid,0.99,4.5,102,other,12.87315273,1,04+,med
Tank Hero Clapfoot Inc. 438314348,438314348,13,1,paid,0.99,4.5,13830,Games,12.87197208,1,09+,low
Music Freedom - Unlimited Free MP3 Music Streaming Player and Mixtapes Sepia Software LLC 952871251,952871251,2,1,free,0,4,611,other,12.78890514,1,12+,med
Backbreaker Football NaturalMotion 330281895,330281895,1,1,free,0,4,24655,Games,12.66591454,1,04+,low
Close5 - Buy & Sell Locally Marktplaats BV 910559026,910559026,359,1,free,0,4,1161,other,12.65983391,1,04+,med
Jump Ketchapp 939030280,939030280,7,1,free,0,4,1691,Games,12.65923786,3,04+,low
"AGT: America's Got Talent Official App on NBC NBCUniversal Media, LLC 1011915604",1011915604,313,1,free,0,3,213,Entertainment,12.56590652,1,04+,med
"Hours Time Tracking Tapity, Inc. 895933956",895933956,1,1,paid,0,4,457,other,12.54440403,11,04+,high
"FiLMiC Pro Cinegenix, LLC 436577167",436577167,1,1,paid,9.99,3,1048,Photo & Video,12.52588654,1,04+,high
"NOAA Hi-Def Radar Pro - Storm Warnings, Hurricane Tracker & Weather Forecast WeatherSphere 458225159",458225159,82,1,paid,1.99,5,15735,other,12.51924515,1,04+,med
Amazing Brick Ketchapp 905455244,905455244,3,1,free,0,4.5,14437,Games,12.39951992,11,04+,med
Free Music Cloud - Online Music Streamer and Player Cocopok 975021647,975021647,26,1,free,0,4.5,2186,other,12.37793064,32,04+,med
"Transmit for iOS Panic, Inc. 917432930",917432930,2,1,paid,7.99,4.5,265,Utilities,12.35055447,2,04+,high
Podcasts Apple 525463029,525463029,3,1,free,0,2,33792,Entertainment,12.31253624,31,04+,med
Free Music Play - Mp3 Player & Streamer PlayReap Studios 896190819,896190819,345,1,free,0,3,611,other,12.29988384,32,04+,med
Brain Shape Rush - Crazy Geometry Action App Holdings 931161352,931161352,7,1,free,0,4.5,3807,Games,12.28160667,1,04+,med
"SmartNews - Trending News & Stories SmartNews, Inc. 579581125",579581125,30,1,free,0,4,2343,other,12.24918079,2,17+,med
Tiny Wings Andreas Illiger 417817520,417817520,7,1,paid,0.99,4.5,217834,Games,12.21291924,6,04+,low
"SENTRIK Neokrush, LLC. 1006791251",1006791251,2,1,free,0,2.5,151,Games,12.13673878,1,04+,med
Musi - Unlimited Free Music For YouTube Musi Inc. 591560124,591560124,17,1,free,0,4.5,5849,other,12.13382435,2,17+,med
NYT Now_†_Your Guide to the News The New York Times Company 798993249,798993249,1,1,free,0,4,981,other,12.09283066,1,04+,high
"Pro Football Radio & Live Scores Red Ripe Media, LLC 463429991",463429991,2,1,paid,0.99,4,331,other,12.05718803,1,04+,med
"Move the Walls BeaverTap Games, LLC 989656030",989656030,5,1,free,0,4.5,1159,Games,11.91174793,1,04+,med
FantasyPros My Playbook - Fantasy Football 2015 Marzen Media LLC 1032583059,1032583059,3,1,paid,6.99,2,45,other,11.91033077,1,04+,med
TouchTone_ Mikengreg 962133182,962133182,6,1,paid,2.99,4,98,Games,11.89435959,1,12+,low
Bruh-Button Bruh Inc 908989995,908989995,55,1,free,0,5,11628,Entertainment,11.88774967,1,17+,med
KODAK Kiosk Connect App Kodak Alaris Inc. 533893269,533893269,8,1,free,0,4.5,1301,Photo & Video,11.85210705,28,04+,med
Okay? Philipp Stollenmayer 962050549,962050549,7,1,free,0,5,16489,Games,11.83139515,5,04+,med
imo free video calls and chat imo.im 336435697,336435697,252,1,free,0,4,16485,other,11.72384739,30,04+,med
"Smove Simple Machine, LLC 968818637",968818637,5,1,free,0,4.5,1877,Games,11.69550419,1,04+,med
iDownloads PLUS FREE - Downloader and iDownload Manager Amad Marwat 429648406,429648406,200,1,free,0,4,9477,other,11.65160179,1,17+,med
How Old Am I ? - Guess Age and Gender From Photo Face liu Wang 992347986,992347986,2,1,free,0,4.5,2639,Games,11.5790863,2,04+,med
XtraMath for iPhone XtraMath 888453428,888453428,355,1,paid,4.99,2.5,23,other,11.56674004,2,04+,med
The Impossible Game FlukeDude Ltd 367242040,367242040,53,1,paid,0.99,4,9641,Games,11.50737095,1,04+,med
Ball Jump Ketchapp 1021634838,1021634838,18,1,free,0,4.5,4304,Games,11.50085831,1,04+,med
Flic _ Delete & Manage Camera Roll | Easily Delete Photos to Increase Disk Space Lifehack Labs 918263212,918263212,3,1,paid,0,3.5,549,Photo & Video,11.43504524,1,04+,high
Amazing Thief Ketchapp 914079393,914079393,26,1,free,0,4,17058,Games,11.40400696,14,04+,med
Catch The Rabbit Ketchapp 979791806,979791806,6,1,free,0,4,879,Games,11.39384174,4,04+,low
Impossible Rush Official version Akkad 910248027,910248027,6,1,free,0,4.5,1316,Games,11.35305214,2,04+,low
"UltraTuner - Ultra Precise Chromatic Tuner for Guitar, Bass, Strings, Brass and More IK Multimedia 727157150",727157150,1,1,paid,9.99,3,36,other,11.33500385,1,04+,med
"Scholly: Scholarship Search Scholly, LLC 640381740",640381740,270,1,paid,0.99,3.5,500,other,11.30214405,27,04+,med
aa General Adaptive Apps Pty Ltd 905852173,905852173,23,1,free,0,4.5,132659,Games,11.29929733,1,04+,med
GraphNCalc83 Ernest Brock 744882019,744882019,1,1,paid,5.99,4.5,160,other,11.28854465,1,04+,med
"SuperBetter SuperBetter, LLC 536634968",536634968,1,1,paid,0,4,248,other,11.27167702,1,04+,high
"Drafts 4 - Quickly Capture Notes, Share Anywhere! Agile Tortoise 905337691",905337691,3,1,paid,9.99,4.5,387,other,11.21228027,1,04+,high
FancyLock - pimp your lock screen wallpaper and customize it with new colorful themes and styles Bending Spoons 789446892,789446892,14,1,free,0,4.5,27276,Entertainment,11.17192936,1,04+,med
MyIdol VIETNAMNET ICOM MEDIA SERVICE JSC 932210929,932210929,7,1,free,0,2.5,25,other,11.15599728,1,12+,low
Hydra - Amazing Photography Creaceed SPRL 947824428,947824428,6,1,paid,4.99,3.5,210,Photo & Video,11.07589722,16,04+,high
"Radical BeaverTap Games, LLC 919034275",919034275,6,1,free,0,4.5,1968,Games,11.06919098,1,04+,med
The Line Zen Ketchapp 951346423,951346423,11,1,free,0,4.5,13574,Games,11.05256081,1,04+,med
Tydlig - Calculator Reimagined Tydlig Software AB 721606556,721606556,1,1,free,0,4.5,665,other,11.01105785,31,04+,med
Spin Bounce Bruh Inc 1016403649,1016403649,2,1,free,0,4,276,Games,10.92102814,1,04+,med
ZEDGE_ Ringtones & Wallpapers ZEDGE 584485870,584485870,316,1,free,0,4,7572,Entertainment,10.88386154,1,12+,med
ESPN Fantasy Basketball ESPN 396764924,396764924,4,1,free,0,2.5,1443,other,10.8810339,2,04+,high
NetNewsWire Black Pixel 965347329,965347329,2,1,paid,3.99,3,16,other,10.7755537,1,17+,high
Impossible Dial: Brain Reflex & Cognitive Training App Holdings 950261452,950261452,2,1,free,0,4,442,Games,10.72857952,1,04+,high
"BuyPartisan Spend Consciously, Inc. 882404352",882404352,1,1,free,0,3.5,162,other,10.72121334,1,04+,med
21 Day Companion - fix the way you track your progress Companion Apps Ltd. 972100724,972100724,188,1,paid,2.99,4.5,487,other,10.69188023,1,04+,high
iDownloads PLUS PRO - Downloader and iDownload Manager Amad Marwat 429644751,429644751,9,1,paid,1.99,3,571,Utilities,10.67144203,1,04+,med
Praying Wives Glasswing Publishing 943490945,943490945,1,1,paid,1.99,5,88,other,10.62511063,1,04+,med
PCalc - The Best Calculator TLA Systems Ltd. 284666222,284666222,4,1,paid,9.99,4.5,959,Utilities,10.54840755,1,04+,med
Photon Flash Player for iPhone - Flash Video & Games plus Private Web Browser Appsverse Inc. 453546382,453546382,11,1,paid,3.99,4,4467,Utilities,10.46170235,10,17+,low
"Show of Hands: Ask & Answer Polls, Politics & More Tony Bacos 336442597",336442597,1,1,free,0,4.5,3111,other,10.44182301,1,12+,med
Redbox redbox 339532909,339532909,2,1,free,0,3,59111,Entertainment,10.39999676,1,12+,med
"Legal Heat - 50 State Guide to Firearm Law National Training Solutions, Inc. 499394939",499394939,1,1,paid,0.99,4.5,165,other,10.22538567,1,17+,med
Spyglass Pavel Ahafonau 332639548,332639548,1,1,paid,3.99,4.5,2512,other,10.15960217,10,04+,med
"Hyperlapse from Instagram Instagram, Inc. 740146917",740146917,5,1,free,0,4.5,2966,Photo & Video,10.13768196,28,04+,med
Odd Bot Out Martin Magni 919968216,919968216,5,1,paid,1.99,4.5,142,Games,10.07838917,1,04+,med
Waterslide Extreme Dare Digital Ltd 322410766,322410766,42,1,free,0,3,354043,Games,10.07501125,1,04+,low
TexMoji C O Holdings LLC 1003996643,1003996643,11,1,paid,1.99,2,555,Utilities,10.06278229,1,04+,high
ESPN Fantasy Football ESPN 555376968,555376968,10,1,free,0,4.5,43034,other,9.988706589,2,04+,high
Guess My Age Lite Guess My Age 635742101,635742101,1,1,free,0,1,52,Entertainment,9.95786953,1,04+,med
Scan - QR Code and Barcode Reader QR Code City 411206394,411206394,2,1,paid,1.99,4.5,12437,Utilities,9.957831383,14,04+,med
ff General Adaptive Apps Pty Ltd 927819872,927819872,3,1,free,0,4.5,4138,Games,9.940453529,1,04+,med
inchy Apps4Life 969754040,969754040,183,1,free,0,4.5,8136,Games,9.933523178,1,04+,med
Signily Keyboard - Sign Language Emoji and GIFs! ASLized! 995022521,995022521,3,1,paid,0.99,4,62,Utilities,9.848732948,1,17+,high
This American Life Public Radio Exchange (PRX) 348530331,348530331,21,1,paid,2.99,3.5,7743,Entertainment,9.811875343,1,09+,med
FlightBoard _ Live Flight Departure and Arrival Status Mobiata 390553006,390553006,2,1,paid,3.99,4.5,1960,other,9.806733131,12,04+,med
The Impossible Quiz! inXile Entertainment 334503000,334503000,1,1,paid,0.99,4,18367,Entertainment,9.757803917,1,09+,low
Office Lens Microsoft Corporation 975925059,975925059,2,1,free,0,4.5,1712,other,9.665352821,29,04+,high
"Unfilth Your Habitat UfYH, LLC 542909191",542909191,63,1,paid,0.99,4.5,304,other,9.661595345,1,17+,low
Get Likes on Instagram - Get More Instagram Likes Netstick Interactive Pvt Ltd 884935537,884935537,1,1,free,0,4.5,77064,other,9.621114731,32,04+,med
