date,season,year,month,day_of_week,weekend,holiday,temp_actual,temp_feel,humidity,windspeed,weather_cat,riders_casual,riders_registered,riders_total
2012-03-18,winter,2012,Mar,Sun,TRUE,no,66.87049999999999,73.76,0.81,8.501161,categ2,2207,3685,5892
2012-03-19,winter,2012,Mar,Mon,FALSE,no,72.221,79.95389,0.72875,10.875238999999999,categ1,982,5171,6153
2012-03-20,winter,2012,Mar,Tue,FALSE,no,73.38947540000001,80.46797000000001,0.807917,8.125157,categ1,1051,5042,6093
2012-03-21,spring,2012,Mar,Wed,FALSE,no,71.2370246,78.19322,0.82125,6.000406099999999,categ2,1122,5108,6230
2012-03-22,spring,2012,Mar,Thu,FALSE,no,72.8975246,79.84103,0.83125,7.876654,categ1,1334,5537,6871
2012-03-23,spring,2012,Mar,Fri,FALSE,no,76.4030246,83.30602999999999,0.694167,7.7921000000000005,categ2,2469,5893,8362
2012-03-24,spring,2012,Mar,Sat,TRUE,no,69.08449999999999,75.80597,0.885417,12.916461,categ2,1033,2339,3372
2012-03-25,spring,2012,Mar,Sun,TRUE,no,64.2875,71.37392,0.880833,14.791924999999999,categ2,1532,3464,4996
2012-03-26,spring,2012,Mar,Mon,FALSE,no,64.9024754,71.48750000000001,0.477917,25.917007,categ1,795,4763,5558
2012-03-27,spring,2012,Mar,Tue,FALSE,no,55.861975400000006,60.408860000000004,0.29,12.541864,categ1,531,4571,5102
2012-03-28,spring,2012,Mar,Wed,FALSE,no,67.7315246,74.38550000000001,0.48125,19.541957,categ1,674,5024,5698
2012-03-29,spring,2012,Mar,Thu,FALSE,no,68.4695246,75.40736000000001,0.439167,21.41655,categ1,834,5299,6133
2012-03-30,spring,2012,Mar,Fri,FALSE,no,59.306,65.80589,0.580833,9.250489,categ2,796,4663,5459
2012-03-31,spring,2012,Mar,Sat,TRUE,no,63.3035246,69.95372,0.738333,16.791338999999997,categ2,2301,3934,6235
2012-04-01,spring,2012,Apr,Sun,TRUE,no,63.4264754,69.55583000000001,0.67625,11.541889,categ2,2347,3694,6041
2012-04-02,spring,2012,Apr,Mon,FALSE,no,64.0227794,70.47617,0.504348,20.913313,categ1,1208,4728,5936
2012-04-03,spring,2012,Apr,Tue,FALSE,no,66.4400246,73.53347,0.396667,6.708911,categ1,1348,5424,6772
2012-04-04,spring,2012,Apr,Wed,FALSE,no,71.9750246,80.01050000000001,0.469583,12.125325,categ1,1058,5378,6436
2012-04-05,spring,2012,Apr,Thu,FALSE,no,64.10300000000001,70.80467,0.374167,14.708443,categ1,1192,5265,6457
2012-04-06,spring,2012,Apr,Fri,FALSE,no,61.7659754,67.16902999999999,0.377083,20.125996,categ1,1807,4653,6460
2012-04-07,spring,2012,Apr,Sat,TRUE,no,64.2875,70.35161,0.254167,18.416356999999998,categ1,3252,3605,6857
2012-04-08,spring,2012,Apr,Sun,TRUE,no,68.9,76.31825,0.275833,15.583931999999999,categ1,2230,2939,5169
2012-04-09,spring,2012,Apr,Mon,FALSE,no,68.1005246,74.89742000000001,0.3175,23.999132,categ1,905,4680,5585
2012-04-10,spring,2012,Apr,Tue,FALSE,no,64.9640246,71.26097,0.435,16.708125000000003,categ1,819,5099,5918
2012-04-11,spring,2012,Apr,Wed,FALSE,no,57.7337648,62.35466,0.469565,19.783358,categ1,482,4380,4862
2012-04-12,spring,2012,Apr,Thu,FALSE,no,61.335499999999996,66.88436,0.46625,19.458743,categ1,663,4746,5409
2012-04-13,spring,2012,Apr,Fri,FALSE,no,64.6565,70.86272,0.408333,10.416557,categ1,1252,5146,6398
2012-04-14,spring,2012,Apr,Sat,TRUE,no,68.531,75.91964,0.502917,12.791439,categ1,2795,4665,7460
2012-04-15,spring,2012,Apr,Sun,TRUE,no,76.77202460000001,83.64875,0.507917,15.083643,categ1,2846,4286,7132
2012-04-16,spring,2012,Apr,Mon,FALSE,yes,81.01552459999999,87.34325000000001,0.561667,19.083543,categ1,1198,5172,6370
2012-04-17,spring,2012,Apr,Tue,FALSE,no,76.8949754,85.86383000000001,0.390417,18.333143,categ1,989,5702,6691
2012-04-18,spring,2012,Apr,Wed,FALSE,no,66.1939754,73.13342,0.569167,11.250104,categ2,347,4020,4367
2012-04-19,spring,2012,Apr,Thu,FALSE,no,68.7769754,76.37414000000001,0.6125,4.417256399999999,categ1,846,5719,6565
2012-04-20,spring,2012,Apr,Fri,FALSE,no,70.86802460000001,78.41975,0.694583,10.041357,categ1,1340,5950,7290
2012-04-21,spring,2012,Apr,Sat,TRUE,no,74.066,80.86289,0.682917,19.000328999999997,categ1,2541,4083,6624
2012-04-22,spring,2012,Apr,Sun,TRUE,no,61.274024600000004,67.05536000000001,0.835417,23.084582,categ3,120,907,1027
2012-04-23,spring,2012,Apr,Mon,FALSE,no,55.73902459999999,59.10124999999999,0.766667,20.334232,categ2,195,3019,3214
2012-04-24,spring,2012,Apr,Tue,FALSE,no,62.5039754,68.47547,0.454167,16.708661,categ1,518,5115,5633
2012-04-25,spring,2012,Apr,Wed,FALSE,no,67.1780246,74.32853,0.427917,7.959064,categ1,655,5541,6196
2012-04-26,spring,2012,Apr,Thu,FALSE,no,68.7769754,75.52247,0.756667,11.833875,categ2,475,4551,5026
2012-04-27,spring,2012,Apr,Fri,FALSE,no,65.7635,72.73733,0.400833,23.291411,categ1,1014,5219,6233
2012-04-28,spring,2012,Apr,Sat,TRUE,no,59.7980246,65.97536,0.489583,8.708325,categ2,1120,3100,4220
2012-04-29,spring,2012,Apr,Sun,TRUE,no,65.8249754,72.51088999999999,0.587083,7.8328359999999995,categ1,2229,4075,6304
2012-04-30,spring,2012,Apr,Mon,FALSE,no,66.2555246,73.19264,0.57,11.499746,categ2,665,4907,5572
2012-05-01,spring,2012,May,Tue,FALSE,no,77.26397539999999,83.93189000000001,0.659583,10.458432,categ2,653,5087,5740
2012-05-02,spring,2012,May,Wed,FALSE,no,73.6355246,80.41064,0.797083,9.249885999999998,categ1,667,5502,6169
2012-05-03,spring,2012,May,Thu,FALSE,no,73.328,80.35177999999999,0.768333,8.957632,categ2,764,5657,6421
2012-05-04,spring,2012,May,Fri,FALSE,no,78.3095,85.18253000000001,0.735417,10.916846,categ1,1069,5227,6296
2012-05-05,spring,2012,May,Sat,TRUE,no,77.8790246,84.61472,0.756667,10.250464,categ2,2496,4387,6883
2012-05-06,spring,2012,May,Sun,TRUE,no,73.5125,81.20633000000001,0.74,10.041893,categ2,2135,4224,6359
2012-05-07,spring,2012,May,Mon,FALSE,no,71.66749999999999,79.44278,0.664167,15.458307000000001,categ2,1008,5265,6273
2012-05-08,spring,2012,May,Tue,FALSE,no,74.92702460000001,82.17239000000001,0.685833,19.833942999999998,categ2,738,4990,5728
2012-05-09,spring,2012,May,Wed,FALSE,no,74.435,81.77225,0.744167,14.499604,categ2,620,4097,4717
2012-05-10,spring,2012,May,Thu,FALSE,no,69.3304754,76.26047,0.552083,21.042220999999998,categ1,1026,5546,6572
2012-05-11,spring,2012,May,Fri,FALSE,no,71.3599754,78.87497,0.360417,15.874779,categ1,1319,5711,7030
2012-05-12,spring,2012,May,Sat,TRUE,no,73.6355246,81.03353,0.480417,8.249911,categ1,2622,4807,7429
2012-05-13,spring,2012,May,Sun,TRUE,no,77.2025,84.67142000000001,0.57625,15.082839,categ1,2172,3946,6118
2012-05-14,spring,2012,May,Mon,FALSE,no,74.3119754,81.49100000000001,0.789583,14.250364,categ2,342,2501,2843
2012-05-15,spring,2012,May,Tue,FALSE,no,77.1410246,83.87636,0.794583,9.875264,categ2,625,4490,5115
2012-05-16,spring,2012,May,Wed,FALSE,no,78.98602460000001,85.63775000000001,0.697917,8.208304,categ1,991,6433,7424
2012-05-17,spring,2012,May,Thu,FALSE,no,75.7879754,83.53517000000001,0.52,15.374825000000001,categ1,1242,6142,7384
2012-05-18,spring,2012,May,Fri,FALSE,no,73.6355246,81.60088999999999,0.523333,9.166739,categ1,1521,6118,7639
2012-05-19,spring,2012,May,Sat,TRUE,no,76.28,83.02171999999999,0.45625,5.626325,categ1,3410,4884,8294
2012-05-20,spring,2012,May,Sun,TRUE,no,77.8174754,84.55703,0.530417,17.042589,categ1,2704,4425,7129
2012-05-21,spring,2012,May,Mon,FALSE,no,76.1569754,82.91003,0.81125,15.624668,categ2,630,3729,4359
2012-05-22,spring,2012,May,Tue,FALSE,no,77.387,84.27425,0.765833,7.917189,categ2,819,5254,6073
2012-05-23,spring,2012,May,Wed,FALSE,no,77.8790246,84.61508,0.774583,6.834,categ2,766,4494,5260
2012-05-24,spring,2012,May,Thu,FALSE,no,80.339,86.60300000000001,0.716667,11.584031999999999,categ1,1059,5711,6770
2012-05-25,spring,2012,May,Fri,FALSE,no,82.184,88.47761,0.747083,9.41685,categ1,1417,5317,6734
2012-05-26,spring,2012,May,Sat,TRUE,no,83.10650000000001,89.84264000000002,0.7325,13.332464,categ1,2855,3681,6536
2012-05-27,spring,2012,May,Sun,TRUE,no,82.922,89.72825,0.697083,14.416457,categ1,3283,3308,6591
2012-05-28,spring,2012,May,Mon,FALSE,yes,84.58250000000001,93.137,0.67625,13.166907,categ1,2557,3486,6043
2012-05-29,spring,2012,May,Tue,FALSE,no,85.32050000000001,92.56927999999999,0.684583,19.7918,categ1,880,4863,5743
2012-05-30,spring,2012,May,Wed,FALSE,no,80.4620246,87.00161,0.67,9.000043,categ2,745,6110,6855
2012-05-31,spring,2012,May,Thu,FALSE,no,82.184,88.81961000000001,0.492917,13.083693,categ1,1100,6238,7338
2012-06-01,spring,2012,Jun,Fri,FALSE,no,80.27752459999999,86.71658,0.755417,15.916720999999999,categ2,533,3594,4127
2012-06-02,spring,2012,Jun,Sat,TRUE,no,75.0499754,82.96592,0.549167,12.499654,categ1,2795,5325,8120
2012-06-03,spring,2012,Jun,Sun,TRUE,no,76.4645,83.76197,0.493333,12.333829,categ1,2494,5147,7641
2012-06-04,spring,2012,Jun,Mon,FALSE,no,76.09550000000002,84.04547,0.487083,19.083811,categ1,1071,5927,6998
2012-06-05,spring,2012,Jun,Tue,FALSE,no,71.91347540000001,79.33028000000002,0.613333,14.041525,categ2,968,6033,7001
2012-06-06,spring,2012,Jun,Wed,FALSE,no,72.8975246,80.80628,0.61125,5.167375,categ1,1027,6028,7055
2012-06-07,spring,2012,Jun,Thu,FALSE,no,76.4645,83.24978,0.567083,10.542449999999999,categ1,1038,6456,7494
2012-06-08,spring,2012,Jun,Fri,FALSE,no,79.9085246,85.80758,0.467917,11.750661000000001,categ1,1488,6248,7736
2012-06-09,spring,2012,Jun,Sat,TRUE,no,84.4594754,90.35303000000002,0.437083,9.667229,categ1,2708,4790,7498
2012-06-10,spring,2012,Jun,Sun,TRUE,no,85.6280246,91.71653,0.538333,8.959307,categ1,2224,4374,6598
2012-06-11,spring,2012,Jun,Mon,FALSE,no,85.1974754,91.37489,0.587917,13.916771,categ2,1017,5647,6664
2012-06-12,spring,2012,Jun,Tue,FALSE,no,80.2159754,85.80875,0.833333,14.374581999999998,categ2,477,4495,4972
2012-06-13,spring,2012,Jun,Wed,FALSE,no,80.4004754,87.00053,0.582083,22.999693,categ1,1173,6248,7421
2012-06-14,spring,2012,Jun,Thu,FALSE,no,79.8469754,88.19447,0.569583,17.000111,categ1,1180,6183,7363
2012-06-15,spring,2012,Jun,Fri,FALSE,no,79.17052460000001,85.97785999999999,0.589583,11.833339,categ1,1563,6102,7665
2012-06-16,spring,2012,Jun,Sat,TRUE,no,78.6170246,85.52372,0.504167,11.166689,categ1,2963,4739,7702
2012-06-17,spring,2012,Jun,Sun,TRUE,no,75.7265,83.47775,0.59875,9.708568,categ1,2634,4344,6978
2012-06-18,spring,2012,Jun,Mon,FALSE,no,73.9429754,81.03578,0.777917,11.707982000000001,categ2,653,4446,5099
2012-06-19,spring,2012,Jun,Tue,FALSE,no,82.7989754,90.92228,0.69,9.917139,categ1,968,5857,6825
2012-06-20,spring,2012,Jun,Wed,FALSE,no,89.74849999999999,96.88775,0.592083,7.625404,categ1,872,5339,6211
2012-06-21,summer,2012,Jun,Thu,FALSE,no,91.4704754,99.72878,0.567917,7.958729,categ1,778,5127,5905
2012-06-22,summer,2012,Jun,Fri,FALSE,no,89.37950000000001,97.17089,0.57375,12.250414000000001,categ1,964,4859,5823
2012-06-23,summer,2012,Jun,Sat,TRUE,no,85.9970246,90.75128000000001,0.534583,12.041307,categ1,2657,4801,7458
2012-06-24,summer,2012,Jun,Sun,TRUE,no,86.85797540000002,92.68286,0.479167,9.750174999999999,categ1,2551,4340,6891
2012-06-25,summer,2012,Jun,Mon,FALSE,no,84.8284754,90.86378,0.504167,20.125661,categ1,1139,5640,6779
2012-06-26,summer,2012,Jun,Tue,FALSE,no,78.5554754,85.52336,0.373333,23.292014000000002,categ1,1077,6365,7442
2012-06-27,summer,2012,Jun,Wed,FALSE,no,83.47550000000001,89.67128,0.36,18.208925,categ1,1077,6258,7335
2012-06-28,summer,2012,Jun,Thu,FALSE,no,87.2885246,92.79607999999999,0.4225,11.50055,categ1,921,5958,6879
2012-06-29,summer,2012,Jun,Fri,FALSE,no,93.56152460000001,102.79517,0.48875,11.082939000000001,categ1,829,4634,5463
2012-06-30,summer,2012,Jun,Sat,TRUE,no,88.45700000000001,93.87572,0.60125,10.791756999999999,categ1,1455,4232,5687
2012-07-01,summer,2012,Jul,Sun,TRUE,no,92.2084754,99.55661,0.51875,11.291443000000001,categ1,1421,4110,5531
2012-07-02,summer,2012,Jul,Mon,FALSE,no,89.6870246,95.18342000000001,0.447083,13.082889,categ1,904,5323,6227
2012-07-03,summer,2012,Jul,Tue,FALSE,no,89.6254754,95.2385,0.492083,8.457878999999998,categ1,1052,5608,6660
2012-07-04,summer,2012,Jul,Wed,FALSE,yes,90.24052459999999,97.91033,0.53875,9.041649999999999,categ1,2562,4841,7403
2012-07-05,summer,2012,Jul,Thu,FALSE,no,93.0695,100.52303,0.457917,12.999943,categ1,1405,4836,6241
2012-07-06,summer,2012,Jul,Fri,FALSE,no,93.1309754,99.72797,0.450833,9.791514,categ1,1366,4841,6207
2012-07-07,summer,2012,Jul,Sat,TRUE,no,95.5910246,104.44217,0.492083,10.958118,categ1,1448,3392,4840
2012-07-08,summer,2012,Jul,Sun,TRUE,no,92.7005,103.13564,0.57375,8.417143,categ1,1203,3469,4672
2012-07-09,summer,2012,Jul,Mon,FALSE,no,84.4594754,90.86486,0.683333,12.125325,categ2,998,5571,6569
2012-07-10,summer,2012,Jul,Tue,FALSE,no,85.1974754,91.83164000000001,0.6675,10.166379000000001,categ2,954,5336,6290
2012-07-11,summer,2012,Jul,Wed,FALSE,no,84.8900246,90.52439000000001,0.633333,10.166111,categ1,975,6289,7264
2012-07-12,summer,2012,Jul,Thu,FALSE,no,84.8284754,90.92147,0.529583,9.833924999999999,categ1,1032,6414,7446
2012-07-13,summer,2012,Jul,Fri,FALSE,no,85.9970246,92.11397,0.485833,5.41695,categ2,1511,5988,7499
2012-07-14,summer,2012,Jul,Sat,TRUE,no,83.90597539999999,91.94378,0.699167,9.626493,categ2,2355,4614,6969
2012-07-15,summer,2012,Jul,Sun,TRUE,no,87.0424754,95.46764000000002,0.717917,11.166689,categ1,1920,4111,6031
2012-07-16,summer,2012,Jul,Mon,FALSE,no,88.33397540000001,97.17125000000001,0.645,11.000529,categ1,1088,5742,6830
2012-07-17,summer,2012,Jul,Tue,FALSE,no,92.39297540000001,100.01147,0.505833,7.666743,categ1,921,5865,6786
2012-07-18,summer,2012,Jul,Wed,FALSE,no,90.54797539999998,99.10247000000001,0.577083,9.208614,categ1,799,4914,5713
2012-07-19,summer,2012,Jul,Thu,FALSE,no,88.826,96.31778000000001,0.600417,11.083743,categ1,888,5703,6591
2012-07-20,summer,2012,Jul,Fri,FALSE,no,81.1384754,87.17225,0.844167,14.000789000000001,categ2,747,5123,5870
2012-07-21,summer,2012,Jul,Sat,TRUE,no,75.97247540000001,81.49207999999999,0.865417,14.2911,categ3,1264,3195,4459
2012-07-22,summer,2012,Jul,Sun,TRUE,no,81.2615,88.08125000000001,0.7625,6.2926936,categ2,2544,4866,7410
2012-07-23,summer,2012,Jul,Mon,FALSE,no,86.7350246,94.10153,0.694167,9.291761,categ1,1135,5831,6966
2012-07-24,summer,2012,Jul,Tue,FALSE,no,87.4114754,95.5805,0.655,14.167418,categ1,1140,6452,7592
2012-07-25,summer,2012,Jul,Wed,FALSE,no,85.4435246,90.86486,0.45,11.0416,categ1,1383,6790,8173
2012-07-26,summer,2012,Jul,Thu,FALSE,no,89.3180246,98.53367,0.596667,19.082470999999998,categ1,1036,5825,6861
2012-07-27,summer,2012,Jul,Fri,FALSE,no,89.6870246,98.07953,0.594583,10.250464,categ1,1259,5645,6904
2012-07-28,summer,2012,Jul,Sat,TRUE,no,87.7804754,94.78436,0.613333,10.542449999999999,categ1,2234,4451,6685
2012-07-29,summer,2012,Jul,Sun,TRUE,no,85.2590246,92.11397,0.62375,11.416532,categ1,2153,4444,6597
2012-07-30,summer,2012,Jul,Mon,FALSE,no,85.9354754,93.64883,0.66875,10.292339,categ1,1040,6065,7105
2012-07-31,summer,2012,Jul,Tue,FALSE,no,84.64397539999999,91.66064,0.704167,11.083475,categ1,968,6248,7216
2012-08-01,summer,2012,Aug,Wed,FALSE,no,84.95150000000001,92.05772,0.6775,9.458993,categ1,1074,6506,7580
2012-08-02,summer,2012,Aug,Thu,FALSE,no,87.53450000000001,95.63792000000001,0.659583,8.666718,categ1,983,6278,7261
2012-08-03,summer,2012,Aug,Fri,FALSE,no,88.5184754,97.05803000000002,0.6425,14.458064,categ2,1328,5847,7175
2012-08-04,summer,2012,Aug,Sat,TRUE,no,90.54797539999998,99.61403,0.613333,17.249686,categ1,2345,4479,6824
2012-08-05,summer,2012,Aug,Sun,TRUE,no,88.7645246,97.79711,0.6525,19.458206999999998,categ1,1707,3757,5464
2012-08-06,summer,2012,Aug,Mon,FALSE,no,87.53450000000001,95.92214000000001,0.654167,8.666718,categ2,1233,5780,7013
2012-08-07,summer,2012,Aug,Tue,FALSE,no,86.3044754,94.78589,0.70375,7.8328359999999995,categ2,1278,5995,7273
2012-08-08,summer,2012,Aug,Wed,FALSE,no,87.35,95.69453000000001,0.672917,7.4169,categ2,1263,6271,7534
2012-08-09,summer,2012,Aug,Thu,FALSE,no,87.7804754,94.95572,0.620417,10.458699999999999,categ1,1196,6090,7286
2012-08-10,summer,2012,Aug,Fri,FALSE,no,84.8284754,92.11478,0.715833,16.000471,categ2,1065,4721,5786
2012-08-11,summer,2012,Aug,Sat,TRUE,no,83.10650000000001,89.44403,0.732917,13.834093,categ2,2247,4052,6299
2012-08-12,summer,2012,Aug,Sun,TRUE,no,83.7214754,90.01211,0.530417,8.208304,categ1,2182,4362,6544
2012-08-13,summer,2012,Aug,Mon,FALSE,no,85.1974754,91.60286,0.545417,9.126204,categ1,1207,5676,6883
2012-08-14,summer,2012,Aug,Tue,FALSE,no,85.6280246,92.91011,0.686667,11.333586,categ1,1128,5656,6784
2012-08-15,summer,2012,Aug,Wed,FALSE,no,84.1520246,90.86333,0.619583,11.374657000000001,categ1,1198,6149,7347
2012-08-16,summer,2012,Aug,Thu,FALSE,no,85.0745246,90.92192,0.519167,9.500332,categ1,1338,6267,7605
2012-08-17,summer,2012,Aug,Fri,FALSE,no,85.3819754,53.816,0.570833,15.500718000000001,categ1,1483,5665,7148
2012-08-18,summer,2012,Aug,Sat,TRUE,no,82.0609754,87.62639000000001,0.603333,11.917089,categ1,2827,5038,7865
2012-08-19,summer,2012,Aug,Sun,TRUE,no,78.9244754,86.31986,0.711667,5.79215,categ2,1208,3341,4549
2012-08-20,summer,2012,Aug,Mon,FALSE,no,78.9244754,85.63703000000001,0.734167,8.708593,categ2,1026,5504,6530
2012-08-21,summer,2012,Aug,Tue,FALSE,no,79.9085246,86.09225,0.67375,4.8756436,categ1,1081,5925,7006
2012-08-22,summer,2012,Aug,Wed,FALSE,no,81.2615,87.96686,0.677083,4.708981100000001,categ1,1094,6281,7375
2012-08-23,summer,2012,Aug,Thu,FALSE,no,83.3524754,89.33072,0.635833,5.6679186,categ1,1363,6402,7765
2012-08-24,summer,2012,Aug,Fri,FALSE,no,83.84450000000001,90.239,0.615,4.8337686,categ2,1325,6257,7582
2012-08-25,summer,2012,Aug,Sat,TRUE,no,80.8310246,87.68264,0.712917,16.375336,categ2,1829,4224,6053
2012-08-26,summer,2012,Aug,Sun,TRUE,no,80.2159754,85.63964,0.845833,15.333486,categ2,1483,3772,5255
2012-08-27,summer,2012,Aug,Mon,FALSE,no,83.90597539999999,90.92192,0.730417,8.625110999999999,categ1,989,5928,6917
2012-08-28,summer,2012,Aug,Tue,FALSE,no,85.7509754,91.9445,0.62,12.791975,categ1,935,6105,7040
2012-08-29,summer,2012,Aug,Wed,FALSE,no,82.553,89.21597,0.552083,7.541653999999999,categ1,1177,6520,7697
2012-08-30,summer,2012,Aug,Thu,FALSE,no,84.1520246,90.75011,0.590417,5.1668189,categ1,1172,6541,7713
2012-08-31,summer,2012,Aug,Fri,FALSE,no,88.3955246,94.04599999999999,0.5875,11.291711,categ1,1433,5917,7350
2012-09-01,summer,2012,Sep,Sat,TRUE,no,87.59597540000001,95.23886,0.638333,7.5835289999999995,categ2,2352,3788,6140
2012-09-02,summer,2012,Sep,Sun,TRUE,no,83.4140246,90.41,0.815,4.2927436,categ2,2613,3197,5810
2012-09-03,summer,2012,Sep,Mon,FALSE,yes,84.21350000000001,91.54661000000002,0.790833,10.125107,categ1,1965,4069,6034
2012-09-04,summer,2012,Sep,Tue,FALSE,no,85.5664754,93.81992,0.755,15.833507000000001,categ1,867,5997,6864
2012-09-05,summer,2012,Sep,Wed,FALSE,no,86.3660246,95.80847,0.74125,12.583136,categ1,832,6280,7112
2012-09-06,summer,2012,Sep,Thu,FALSE,no,83.4140246,90.97961000000001,0.810417,9.542207,categ2,611,5592,6203
2012-09-07,summer,2012,Sep,Fri,FALSE,no,83.90597539999999,91.14836,0.73625,11.500282,categ1,1045,6459,7504
2012-09-08,summer,2012,Sep,Sat,TRUE,no,80.64652459999999,87.00089,0.799167,18.833968000000002,categ2,1557,4419,5976
2012-09-09,summer,2012,Sep,Sun,TRUE,no,77.018,84.10325,0.5475,15.041232,categ1,2570,5657,8227
2012-09-10,summer,2012,Sep,Mon,FALSE,no,75.0499754,82.90886,0.50375,17.333771000000002,categ1,1118,6407,7525
2012-09-11,summer,2012,Sep,Tue,FALSE,no,74.6195,81.88628,0.52,6.1676314,categ1,1070,6697,7767
2012-09-12,summer,2012,Sep,Wed,FALSE,no,76.2185246,83.30675,0.577083,8.833682,categ1,1050,6820,7870
2012-09-13,summer,2012,Sep,Thu,FALSE,no,77.2025,84.16022000000001,0.637083,5.5422936,categ1,1054,6750,7804
2012-09-14,summer,2012,Sep,Fri,FALSE,no,78.7399754,85.46747,0.6725,6.9588209999999995,categ1,1379,6630,8009
2012-09-15,summer,2012,Sep,Sat,TRUE,no,76.8949754,84.72803,0.501667,16.583907,categ1,3160,5554,8714
2012-09-16,summer,2012,Sep,Sun,TRUE,no,74.804,82.68125,0.57,6.042281099999999,categ1,2166,5167,7333
2012-09-17,summer,2012,Sep,Mon,FALSE,no,74.86547540000001,81.77450000000002,0.734583,10.166713999999999,categ2,1022,5847,6869
2012-09-18,summer,2012,Sep,Tue,FALSE,no,78.00197539999999,82.85603,0.8725,23.958329,categ2,371,3702,4073
2012-09-19,summer,2012,Sep,Wed,FALSE,no,72.7745,80.63636,0.536667,14.416725,categ1,788,6803,7591
2012-09-20,summer,2012,Sep,Thu,FALSE,no,72.34402460000001,79.89728,0.618333,7.917189,categ1,939,6781,7720
2012-09-21,summer,2012,Sep,Fri,FALSE,no,76.2185246,83.47739,0.66875,10.333343000000001,categ1,1250,6917,8167
2012-09-22,summer,2012,Sep,Sat,TRUE,no,79.97,86.94391999999999,0.646667,19.000061,categ1,2512,5883,8395
2012-09-23,fall,2012,Sep,Sun,TRUE,no,71.0525246,78.70397,0.467083,14.958286000000001,categ1,2454,5453,7907
2012-09-24,fall,2012,Sep,Mon,FALSE,no,69.9455246,77.22617,0.492917,9.541068000000001,categ1,1001,6435,7436
2012-09-25,fall,2012,Sep,Tue,FALSE,no,72.59,80.97611,0.57,15.833507000000001,categ1,845,6693,7538
2012-09-26,fall,2012,Sep,Wed,FALSE,no,78.863,85.69516999999999,0.630833,16.3748,categ1,787,6946,7733
2012-09-27,fall,2012,Sep,Thu,FALSE,no,79.97,86.71775000000001,0.690833,9.000914,categ2,751,6642,7393
2012-09-28,fall,2012,Sep,Fri,FALSE,no,77.6945246,84.72767,0.69,10.999993,categ2,1045,6370,7415
2012-09-29,fall,2012,Sep,Sat,TRUE,no,72.0365,79.72664,0.542917,15.249468,categ1,2589,5966,8555
2012-09-30,fall,2012,Sep,Sun,TRUE,no,70.86802460000001,78.58967000000001,0.583333,9.042186,categ1,2015,4874,6889
2012-10-01,fall,2012,Oct,Mon,FALSE,no,70.43747540000001,78.08000000000001,0.649167,6.0838814,categ2,763,6015,6778
2012-10-02,fall,2012,Oct,Tue,FALSE,no,75.60347540000001,80.80996999999999,0.871667,6.9998249999999995,categ3,315,4324,4639
2012-10-03,fall,2012,Oct,Wed,FALSE,no,80.5235,85.92197,0.79375,4.4585686,categ2,728,6844,7572
2012-10-04,fall,2012,Oct,Thu,FALSE,no,80.5235,86.71775000000001,0.722917,7.875582,categ2,891,6437,7328
2012-10-05,fall,2012,Oct,Fri,FALSE,no,77.387,84.21683,0.6275,7.12545,categ1,1516,6640,8156
2012-10-06,fall,2012,Oct,Sat,TRUE,no,72.8975246,80.46689,0.664167,17.957675000000002,categ1,3031,4934,7965
2012-10-07,fall,2012,Oct,Sun,TRUE,no,62.6884754,69.78317,0.708333,9.457854000000001,categ2,781,2729,3510
2012-10-08,fall,2012,Oct,Mon,FALSE,yes,60.2899754,66.88472,0.709583,12.708492999999999,categ2,874,4604,5478
2012-10-09,fall,2012,Oct,Tue,FALSE,no,64.9640246,71.43008,0.761667,12.7501,categ2,601,5791,6392
2012-10-10,fall,2012,Oct,Wed,FALSE,no,69.9455246,77.28278,0.630833,12.584007,categ1,780,6911,7691
2012-10-11,fall,2012,Oct,Thu,FALSE,no,64.10300000000001,70.80503,0.463333,12.166932000000001,categ1,834,6736,7570
2012-10-12,fall,2012,Oct,Fri,FALSE,no,64.2875,70.97639000000001,0.539167,15.751164,categ1,1060,6222,7282
2012-10-13,fall,2012,Oct,Sat,TRUE,no,61.0279754,67.22564,0.494583,9.791514,categ1,2252,4857,7109
2012-10-14,fall,2012,Oct,Sun,TRUE,no,70.4990246,77.73836,0.640417,18.667004000000002,categ1,2080,4559,6639
2012-10-15,fall,2012,Oct,Mon,FALSE,no,73.45102460000001,80.5235,0.7075,19.834478999999998,categ2,760,5115,5875
2012-10-16,fall,2012,Oct,Tue,FALSE,no,66.5629754,73.47613999999999,0.558333,12.208807,categ1,922,6612,7534
2012-10-17,fall,2012,Oct,Wed,FALSE,no,65.6404754,72.50972,0.692917,6.791857,categ1,979,6482,7461
2012-10-18,fall,2012,Oct,Thu,FALSE,no,70.56049999999999,78.13625,0.728333,15.874779,categ2,1008,6501,7509
2012-10-19,fall,2012,Oct,Fri,FALSE,no,73.5739754,80.41064,0.815,9.041917999999999,categ2,753,4671,5424
2012-10-20,fall,2012,Oct,Sat,TRUE,no,67.7315246,74.55578,0.572917,7.874979,categ1,2806,5284,8090
2012-10-21,fall,2012,Oct,Sun,TRUE,no,66.2555246,73.07861,0.51,11.125618000000001,categ1,2132,4692,6824
2012-10-22,fall,2012,Oct,Mon,FALSE,no,67.97749999999999,75.46477999999999,0.568333,5.4593811,categ1,830,6228,7058
2012-10-23,fall,2012,Oct,Tue,FALSE,no,72.1595246,79.72736,0.641667,6.3345686,categ1,841,6625,7466
