start,stop,censTVC,SubjectID,UnemSpell,Censored,Age,Sex,Education,Race,NumDependents,UI,Married,CountyUnemRate,Homeowner,HourWageLastYear,WifeEmployed
11,12,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
12,13,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
13,14,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
14,15,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
15,16,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
16,17,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
17,18,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
18,19,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
19,20,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
20,21,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
21,22,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
22,23,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
23,24,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
24,25,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
25,26,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
26,27,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
27,28,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
28,29,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
29,30,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
30,31,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
31,32,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
32,33,1,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
33,34,0,1776,34,0,21,0,12,0,1,1,0,12,0,323,0
0,1,1,5366,2,0,31,0,12,1,6,0,1,6,0,727,1
1,2,0,5366,2,0,31,0,12,1,6,0,1,6,0,727,1
0,1,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
1,2,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
2,3,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
3,4,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
4,5,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
5,6,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
6,7,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
7,8,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
8,9,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
9,10,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
10,11,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
11,12,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
12,13,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
13,14,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
14,15,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
15,16,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
16,17,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
17,18,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
18,19,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
19,20,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
20,21,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
21,22,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
22,23,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
23,24,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
24,25,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
25,26,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
26,27,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
27,28,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
28,29,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
29,30,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
30,31,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
31,32,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
32,33,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
33,34,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
34,35,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
35,36,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
36,37,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
37,38,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
38,39,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
39,40,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
40,41,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
41,42,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
42,43,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
43,44,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
44,45,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
45,46,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
46,47,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
47,48,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
48,49,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
49,50,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
50,51,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
51,52,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
52,53,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
53,54,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
54,55,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
55,56,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
56,57,1,6282,57,1,46,0,10,0,3,1,1,7,0,1400,0
0,1,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
1,2,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
2,3,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
3,4,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
4,5,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
5,6,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
6,7,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
7,8,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
8,9,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
9,10,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
10,11,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
11,12,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
12,13,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
13,14,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
14,15,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
15,16,1,5569,16,1,25,0,11,1,1,0,0,6,0,550,0
0,1,1,671,2,0,39,1,12,0,5,0,1,6,1,521,0
1,2,0,671,2,0,39,1,12,0,5,0,1,6,1,521,0
0,1,1,671,3,0,38,1,12,0,4,0,1,7,1,532,0
1,2,1,671,3,0,38,1,12,0,4,0,1,7,1,532,0
2,3,0,671,3,0,38,1,12,0,4,0,1,7,1,532,0
0,1,0,2635,1,0,25,1,12,0,1,1,0,5,0,581,0
0,1,1,6638,4,0,28,0,12,1,3,1,1,7,0,1193,1
1,2,1,6638,4,0,28,0,12,1,3,1,1,7,0,1193,1
2,3,1,6638,4,0,28,0,12,1,3,1,1,7,0,1193,1
3,4,0,6638,4,0,28,0,12,1,3,1,1,7,0,1193,1
0,1,1,819,5,0,24,0,17,0,2,0,1,5,0,1197,1
1,2,1,819,5,0,24,0,17,0,2,0,1,5,0,1197,1
2,3,1,819,5,0,24,0,17,0,2,0,1,5,0,1197,1
3,4,1,819,5,0,24,0,17,0,2,0,1,5,0,1197,1
4,5,0,819,5,0,24,0,17,0,2,0,1,5,0,1197,1
0,1,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
1,2,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
2,3,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
3,4,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
4,5,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
5,6,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
6,7,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
7,8,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
8,9,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
9,10,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
10,11,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
11,12,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
12,13,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
13,14,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
14,15,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
15,16,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
16,17,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
17,18,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
18,19,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
19,20,1,5054,20,1,22,0,12,1,2,1,1,12,0,1187,1
0,1,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
1,2,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
2,3,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
3,4,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
4,5,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
5,6,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
6,7,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
7,8,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
8,9,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
9,10,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
10,11,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
11,12,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
12,13,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
13,14,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
14,15,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
15,16,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
16,17,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
17,18,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
18,19,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
19,20,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
20,21,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
21,22,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
22,23,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
23,24,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
24,25,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
25,26,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
26,27,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
27,28,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
28,29,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
29,30,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
30,31,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
31,32,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
32,33,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
33,34,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
34,35,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
35,36,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
36,37,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
37,38,1,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
38,39,0,5054,39,0,22,0,12,1,2,1,1,13,0,872,1
0,1,1,5809,2,0,33,0,12,0,1,1,0,13,0,408,0
1,2,0,5809,2,0,33,0,12,0,1,1,0,13,0,408,0
0,1,1,2788,8,0,24,0,12,0,2,1,1,12,1,1499,1
1,2,1,2788,8,0,24,0,12,0,2,1,1,12,1,1499,1
2,3,1,2788,8,0,24,0,12,0,2,1,1,12,1,1499,1
3,4,1,2788,8,0,24,0,12,0,2,1,1,12,1,1499,1
4,5,1,2788,8,0,24,0,12,0,2,1,1,12,1,1499,1
5,6,1,2788,8,0,24,0,12,0,2,1,1,12,1,1499,1
6,7,1,2788,8,0,24,0,12,0,2,1,1,12,1,1499,1
7,8,0,2788,8,0,24,0,12,0,2,1,1,12,1,1499,1
0,1,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
1,2,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
2,3,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
3,4,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
4,5,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
5,6,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
6,7,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
7,8,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
8,9,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
9,10,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
10,11,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
11,12,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
12,13,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
13,14,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
14,15,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
15,16,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
16,17,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
17,18,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
18,19,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
19,20,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
20,21,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
21,22,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
22,23,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
23,24,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
24,25,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
25,26,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
26,27,1,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
27,28,0,2788,28,0,23,0,12,0,2,1,1,13,1,938,1
0,1,1,1438,2,0,49,1,12,1,3,1,0,6,1,730,0
1,2,0,1438,2,0,49,1,12,1,3,1,0,6,1,730,0
0,1,1,6386,2,0,33,0,12,0,4,1,1,7,1,1247,0
1,2,0,6386,2,0,33,0,12,0,4,1,1,7,1,1247,0
0,1,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
1,2,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
2,3,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
3,4,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
4,5,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
5,6,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
6,7,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
7,8,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
8,9,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
9,10,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
10,11,1,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
11,12,0,1570,12,0,24,0,12,1,3,1,1,9,0,700,1
0,1,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
1,2,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
2,3,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
3,4,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
4,5,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
5,6,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
6,7,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
7,8,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
8,9,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
9,10,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
10,11,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
11,12,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
12,13,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
13,14,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
14,15,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
15,16,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
16,17,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
17,18,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
18,19,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
19,20,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
20,21,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
21,22,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
22,23,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
23,24,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
24,25,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
25,26,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
26,27,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
27,28,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
28,29,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
29,30,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
30,31,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
31,32,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
32,33,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
33,34,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
34,35,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
35,36,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
36,37,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
37,38,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
38,39,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
39,40,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
40,41,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
41,42,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
42,43,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
43,44,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
44,45,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
45,46,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
46,47,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
47,48,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
48,49,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
49,50,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
50,51,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
51,52,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
52,53,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
53,54,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
54,55,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
55,56,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
56,57,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
57,58,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
58,59,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
59,60,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
60,61,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
61,62,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
62,63,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
63,64,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
64,65,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
65,66,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
66,67,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
67,68,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
68,69,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
69,70,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
70,71,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
71,72,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
72,73,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
73,74,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
74,75,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
75,76,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
76,77,1,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
77,78,0,2364,78,0,58,0,8,0,2,0,1,7,0,0,1
0,1,1,2364,9,0,57,0,8,0,3,1,1,7,0,217,1
1,2,1,2364,9,0,57,0,8,0,3,1,1,7,0,217,1
2,3,1,2364,9,0,57,0,8,0,3,1,1,7,0,217,1
3,4,1,2364,9,0,57,0,8,0,3,1,1,7,0,217,1
4,5,1,2364,9,0,57,0,8,0,3,1,1,7,0,217,1
5,6,1,2364,9,0,57,0,8,0,3,1,1,7,0,217,1
6,7,1,2364,9,0,57,0,8,0,3,1,1,7,0,217,1
7,8,1,2364,9,0,57,0,8,0,3,1,1,7,0,217,1
8,9,0,2364,9,0,57,0,8,0,3,1,1,7,0,217,1
0,1,1,2111,8,0,50,0,12,1,2,1,1,12,1,1155,0
1,2,1,2111,8,0,50,0,12,1,2,1,1,12,1,1155,0
2,3,1,2111,8,0,50,0,12,1,2,1,1,12,1,1155,0
3,4,1,2111,8,0,50,0,12,1,2,1,1,12,1,1155,0
4,5,1,2111,8,0,50,0,12,1,2,1,1,12,1,1155,0
5,6,1,2111,8,0,50,0,12,1,2,1,1,12,1,1155,0
6,7,1,2111,8,0,50,0,12,1,2,1,1,12,1,1155,0
7,8,0,2111,8,0,50,0,12,1,2,1,1,12,1,1155,0
0,1,1,2111,8,0,50,0,12,1,2,1,1,13,1,1220,1
1,2,1,2111,8,0,50,0,12,1,2,1,1,13,1,1220,1
2,3,1,2111,8,0,50,0,12,1,2,1,1,13,1,1220,1
3,4,1,2111,8,0,50,0,12,1,2,1,1,13,1,1220,1
4,5,1,2111,8,0,50,0,12,1,2,1,1,13,1,1220,1
5,6,1,2111,8,0,50,0,12,1,2,1,1,13,1,1220,1
6,7,1,2111,8,0,50,0,12,1,2,1,1,13,1,1220,1
7,8,0,2111,8,0,50,0,12,1,2,1,1,13,1,1220,1
0,1,1,5897,7,0,22,1,12,1,2,1,0,7,0,593,0
1,2,1,5897,7,0,22,1,12,1,2,1,0,7,0,593,0
2,3,1,5897,7,0,22,1,12,1,2,1,0,7,0,593,0
3,4,1,5897,7,0,22,1,12,1,2,1,0,7,0,593,0
4,5,1,5897,7,0,22,1,12,1,2,1,0,7,0,593,0
5,6,1,5897,7,0,22,1,12,1,2,1,0,7,0,593,0
6,7,0,5897,7,0,22,1,12,1,2,1,0,7,0,593,0
0,1,1,6392,6,0,23,0,12,1,4,1,1,5,0,659,0
1,2,1,6392,6,0,23,0,12,1,4,1,1,5,0,659,0
2,3,1,6392,6,0,23,0,12,1,4,1,1,5,0,659,0
3,4,1,6392,6,0,23,0,12,1,4,1,1,5,0,659,0
4,5,1,6392,6,0,23,0,12,1,4,1,1,5,0,659,0
5,6,0,6392,6,0,23,0,12,1,4,1,1,5,0,659,0
0,1,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
1,2,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
2,3,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
3,4,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
4,5,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
5,6,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
6,7,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
7,8,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
8,9,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
9,10,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
10,11,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
11,12,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
12,13,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
13,14,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
14,15,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
15,16,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
16,17,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
17,18,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
18,19,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
19,20,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
20,21,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
21,22,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
22,23,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
23,24,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
24,25,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
25,26,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
26,27,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
27,28,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
28,29,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
29,30,1,6392,30,1,22,0,12,1,4,1,1,5,0,361,0
0,1,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
1,2,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
2,3,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
3,4,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
4,5,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
5,6,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
6,7,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
7,8,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
8,9,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
9,10,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
10,11,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
11,12,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
12,13,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
13,14,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
14,15,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
15,16,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
16,17,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
17,18,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
18,19,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
19,20,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
20,21,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
21,22,1,1038,42,1,33,1,11,0,3,1,0,10,0,725,0
