Sex,USA,White,NameChange,Drama,Birth,Final,Alive,Films,FourStarFilms,Wins,Noms,FirstFilmYear,FirstWinYear,FirstNomYear
0,Yes,Yes,No,Yes,1918,2001,1,41,9,1,3,1941,1942,1941
0,Yes,Yes,No,No,1949,2001,1,76,14,0,1,1963,,1977
0,Yes,Yes,No,No,1956,2001,1,19,2,0,0,1980,,
0,Yes,Yes,Yes,Yes,1929,2001,1,53,7,0,1,1940,,1944
1,Yes,Yes,No,Yes,1952,2001,1,51,10,0,0,1974,,
0,Yes,Yes,Yes,Yes,1950,2001,1,32,4,0,1,1981,,1983
1,Yes,Yes,No,Yes,1926,1978,0,24,5,0,0,1957,,
0,Yes,Yes,No,No,1905,1969,0,33,12,0,6,1947,,1950
1,No,Yes,No,Yes,1924,2001,1,68,10,0,1,1951,,1958
0,Yes,Yes,No,Yes,1910,1985,0,42,11,0,0,1930,,
0,Yes,Yes,No,Yes,1955,2001,1,12,1,0,0,1978,,
1,Yes,Yes,No,Yes,1905,1971,0,58,7,0,1,1942,,1947
1,Yes,Yes,No,Yes,1892,1962,0,73,20,1,2,1923,1939,1937
1,Yes,Yes,No,Yes,1914,1986,0,7,2,0,0,1966,,
1,No,Yes,No,Yes,1961,2001,1,30,5,0,1,1981,,1995
1,Yes,Yes,No,Yes,1951,2001,1,48,6,0,0,1971,,
1,Yes,Yes,No,Yes,1960,2001,1,33,5,1,1,1978,1980,1980
0,Yes,No,No,No,1938,2001,1,30,4,0,0,1966,,
0,Yes,Yes,No,Yes,1955,2001,1,14,3,0,0,1970,,
1,Yes,No,No,No,1956,2001,1,15,2,0,0,1977,,
1,Yes,Yes,No,Yes,1950,2001,1,38,8,0,1,1976,,1986
1,No,Yes,No,Yes,1941,2001,1,31,5,0,1,1975,,1983
1,No,Yes,No,Yes,1937,2001,1,20,4,0,2,1962,,1965
1,Yes,Yes,Yes,Yes,1962,2001,1,25,5,0,3,1981,,1989
1,Yes,Yes,No,No,1956,2001,1,46,11,2,5,1980,1993,1988
1,Yes,Yes,No,Yes,1953,2001,1,19,4,0,1,1977,,1984
1,Yes,Yes,No,Yes,1928,1991,0,16,3,0,0,1962,,
1,Yes,Yes,No,Yes,1908,1982,0,50,6,0,1,1932,,1954
1,No,No,Yes,Yes,1937,2001,1,60,3,0,0,1959,,
1,Yes,Yes,No,Yes,1946,2001,1,46,10,1,2,1970,1993,1970
1,Yes,Yes,Yes,Yes,1925,2001,1,132,11,0,1,1948,,1958
1,Yes,Yes,No,Yes,1936,2001,1,48,8,0,0,1969,,
1,Yes,Yes,No,No,1939,2001,1,30,7,0,0,1965,,
1,Yes,Yes,No,No,1935,2001,1,1,0,0,1,1988,,1971
0,No,Yes,No,No,1959,2001,1,15,1,0,0,1984,,
1,Yes,Yes,No,Yes,1942,2001,1,49,9,0,0,1973,,
0,No,Yes,No,No,1964,2001,1,15,6,0,0,1984,,
1,No,Yes,No,Yes,1916,1988,0,103,12,0,1,1944,,1960
1,Yes,Yes,No,No,1935,1988,0,1,0,0,0,1986,,
0,Yes,Yes,No,Yes,1943,2001,1,39,7,0,1,1956,,1977
0,No,Yes,No,No,1934,2001,1,13,4,0,0,1969,,
0,Yes,Yes,No,No,1970,2001,1,21,4,0,1,1987,,1994
0,Yes,Yes,No,No,1903,1986,0,94,9,0,1,1923,,1952
0,No,Yes,No,Yes,1906,1973,0,28,3,0,0,1927,,
0,No,Yes,No,Yes,1924,2001,1,53,4,0,1,1942,,1974
0,Yes,Yes,No,No,1940,2001,1,35,2,0,0,1956,,
0,Yes,Yes,No,Yes,1944,2001,1,28,3,0,1,1972,,1974
1,Yes,Yes,No,Yes,1910,1971,0,60,7,1,1,1936,1942,1942
0,No,Yes,No,Yes,1918,1990,0,32,2,0,0,1953,,
0,No,Yes,No,Yes,1928,1999,0,20,3,0,0,1944,,
0,No,Yes,No,Yes,1937,2001,1,70,11,1,6,1958,1977,1966
0,Yes,Yes,Yes,Yes,1929,2001,1,90,9,0,0,1946,,
1,Yes,Yes,No,No,1938,1982,0,40,3,0,1,1962,,1962
1,Yes,Yes,No,Yes,1934,1989,0,28,2,0,0,1961,,
1,Yes,Yes,No,Yes,1897,1979,0,102,17,0,0,1932,,
1,Yes,Yes,No,Yes,1913,1999,0,58,9,0,0,1939,,
1,No,Yes,No,Yes,1883,1959,0,99,12,1,2,1921,1935,1935
1,Yes,Yes,No,Yes,1925,2001,1,18,2,0,0,1952,,
1,No,Yes,No,No,1933,2001,1,26,4,0,0,1962,,
1,Yes,Yes,No,Yes,1914,1958,0,16,1,0,0,1944,,
1,No,Yes,Yes,Yes,1922,1992,0,46,4,0,2,1945,,1961
1,No,Yes,No,Yes,1964,2001,1,18,3,0,0,1986,,
0,Yes,Yes,No,Yes,1894,1979,0,122,19,0,0,1936,,
0,Yes,Yes,No,Yes,1910,1982,0,74,5,0,0,1929,,
0,Yes,No,No,Yes,1925,2001,1,31,4,0,0,1962,,
0,Yes,Yes,Yes,Yes,1917,1996,0,54,11,0,0,1943,,
0,Yes,Yes,No,Yes,1919,1986,0,19,1,0,0,1939,,
0,Yes,Yes,No,Yes,1917,1986,0,45,13,0,0,1946,,
0,Yes,Yes,No,Yes,1917,2001,1,93,5,0,0,1926,,
0,Yes,Yes,Yes,Yes,1924,1984,0,24,2,0,0,1935,,
0,Yes,Yes,No,No,1925,2001,1,13,1,0,0,1945,,
1,No,Yes,No,Yes,1894,1974,0,109,19,0,1,1937,,1957
0,No,Yes,No,Yes,1933,2001,1,14,3,0,0,1958,,
0,No,Yes,Yes,Yes,1913,1967,0,17,5,2,2,1935,1939,1939
0,No,Yes,Yes,Yes,1929,1982,0,11,2,0,1,1966,,1966
0,Yes,Yes,No,Yes,1900,1961,0,32,0,0,0,1920,,
1,Yes,Yes,No,Yes,1885,1949,0,114,17,1,2,1915,1932,1930
1,Yes,Yes,No,Yes,1894,1974,0,148,25,3,4,1927,1936,1936
1,Yes,Yes,No,No,1909,1984,0,25,6,0,0,1948,,
1,Yes,Yes,No,No,1906,2001,1,11,2,0,0,1938,,
1,No,Yes,Yes,Yes,1884,1950,0,52,15,1,4,1929,1938,1936
1,Yes,Yes,Yes,No,1920,2000,0,75,16,1,3,1950,1966,1966
1,No,Yes,Yes,Yes,1897,1984,0,116,14,0,2,1926,,1942
1,Yes,Yes,No,Yes,1889,1951,0,97,4,1,1,1918,1929,1929
1,Yes,Yes,Yes,No,1938,2001,1,26,8,0,4,1961,,1967
1,Yes,Yes,No,Yes,1934,1974,0,15,7,0,0,1960,,
1,Yes,Yes,No,Yes,1927,2001,1,20,2,0,0,1959,,
1,Yes,Yes,No,Yes,1914,1968,0,43,4,0,0,1947,,
0,No,Yes,No,Yes,1912,2001,1,30,10,1,3,1933,1958,1938
1,No,Yes,No,Yes,1920,2000,0,21,3,0,0,1956,,
0,Yes,No,No,No,1955,2001,1,62,5,1,2,1985,1990,1985
1,Yes,Yes,No,Yes,1934,2001,1,48,6,0,0,1979,,
1,Yes,Yes,No,Yes,1916,1990,0,12,3,0,0,1949,,
1,Yes,Yes,No,Yes,1955,2001,1,40,5,0,2,1981,,1986
1,Yes,Yes,No,Yes,1916,1997,0,35,9,0,0,1941,,
1,Yes,Yes,No,Yes,1906,1964,0,66,6,0,1,1942,,1942
1,No,Yes,No,No,1916,1987,0,44,6,0,0,1942,,
1,Yes,Yes,No,Yes,1912,1989,0,43,5,0,0,1943,,
1,Yes,Yes,No,Yes,1888,1947,0,243,17,0,0,1917,,
1,Yes,Yes,No,No,1892,1983,0,141,15,0,1,1926,,1946
1,Yes,Yes,No,Yes,1885,1981,0,65,14,0,0,1934,,
1,Yes,Yes,No,Yes,1902,1989,0,149,21,0,0,1932,,
1,Yes,Yes,No,Yes,1905,1979,0,98,7,0,1,1922,,1940
1,Yes,Yes,No,Yes,1950,2001,1,36,9,0,1,1980,,1995
1,Yes,Yes,No,Yes,1928,1997,0,48,9,0,1,1957,,1957
1,Yes,Yes,Yes,Yes,1918,1981,0,76,21,1,3,1938,1953,1950
1,Yes,Yes,No,Yes,1950,2001,1,32,6,1,3,1980,1985,1985
1,Yes,Yes,No,No,1922,1993,0,13,2,0,0,1959,,
1,Yes,Yes,No,Yes,1892,1984,0,98,15,0,3,1922,,1934
1,Yes,Yes,No,Yes,1913,1996,0,61,10,0,0,1943,,
1,Yes,Yes,No,Yes,1922,2001,1,92,19,0,0,1949,,
1,No,Yes,No,No,1931,2001,1,185,46,0,0,1957,,
1,No,Yes,No,Yes,1891,1946,0,53,6,0,0,1925,,
1,Yes,Yes,No,No,1933,2001,1,37,3,0,0,1979,,
0,Yes,Yes,Yes,Yes,1971,2001,1,19,3,0,2,1986,,1993
1,Yes,Yes,Yes,No,1935,2001,1,42,18,0,1,1965,,1977
1,Yes,Yes,No,Yes,1961,2001,1,23,3,0,1,1978,,1996
0,No,Yes,No,Yes,1906,1984,0,49,7,0,0,1927,,
1,No,Yes,Yes,No,1915,1985,0,43,6,1,1,1949,1956,1956
0,Yes,Yes,No,Yes,1936,2001,1,14,1,0,0,1957,,
0,No,Yes,Yes,No,1922,2001,1,92,11,0,0,1942,,
0,Yes,Yes,No,Yes,1938,2001,1,7,0,0,0,1956,,
0,Yes,Yes,No,No,1898,1963,0,196,12,0,0,1917,,
1,No,Yes,No,Yes,1969,2001,1,17,2,0,1,1990,,2000
1,No,Yes,No,No,1966,2001,1,13,0,0,0,1974,,
1,No,No,No,Yes,1964,2001,1,7,0,0,0,1990,,
1,Yes,Yes,Yes,No,1930,2001,1,31,2,0,0,1957,,
1,Yes,Yes,Yes,Yes,1950,2001,1,38,4,0,0,1970,,
1,No,Yes,Yes,Yes,1945,2001,1,17,2,0,0,1984,,
1,Yes,Yes,No,No,1948,2001,1,50,2,0,0,1968,,
1,No,Yes,No,Yes,1967,2001,1,21,2,1,1,1988,2000,2000
1,Yes,No,No,Yes,1964,2001,1,19,5,0,0,1985,,
1,Yes,Yes,Yes,Yes,1942,2001,1,76,5,0,0,1980,,
1,No,Yes,No,No,1974,2001,1,13,1,0,1,1986,,2000
0,No,Yes,No,Yes,1967,2001,1,9,1,0,0,1996,,
0,Yes,Yes,No,No,1941,2001,1,33,4,0,0,1965,,
0,Yes,Yes,No,No,1964,2001,1,17,5,0,1,1992,,2000
0,Yes,Yes,Yes,No,1960,2001,1,11,1,0,0,1986,,
0,Yes,Yes,No,Yes,1958,2001,1,29,2,0,0,1988,,
0,Yes,Yes,No,Yes,1959,2001,1,26,1,1,1,1986,2000,2000
0,Yes,Yes,No,Yes,1979,2001,1,7,1,0,1,1998,,2000
0,Yes,Yes,No,Yes,1980,2001,1,2,1,0,0,1999,,
0,Yes,Yes,No,Yes,1974,2001,1,26,4,0,0,1985,,
0,No,Yes,No,Yes,1940,2001,1,1,1,0,0,2000,,
1,No,Yes,No,No,1952,2001,1,23,2,1,1,1977,1998,1998
1,No,Yes,No,Yes,1933,2001,1,48,5,0,0,1954,,
1,Yes,Yes,No,No,1964,2001,1,28,4,0,0,1989,,
1,No,Yes,No,Yes,1939,2001,1,33,6,0,1,1969,,1998
1,Yes,Yes,No,Yes,1945,2001,1,58,3,0,0,1970,,
1,Yes,Yes,No,No,1928,2001,1,86,14,1,1,1956,1998,1998
1,Yes,Yes,No,Yes,1977,2001,1,12,2,0,0,1991,,
1,Yes,Yes,No,Yes,1940,2001,1,27,5,0,0,1972,,
1,Yes,Yes,No,Yes,1955,2001,1,41,9,0,0,1983,,
0,No,Yes,No,Yes,1969,2001,1,5,0,0,1,1996,,1998
0,Yes,Yes,No,Yes,1965,2001,1,11,0,0,0,1982,,
0,No,Yes,Yes,Yes,1929,2001,1,4,1,0,1,1970,,1998
0,No,Yes,No,No,1943,2001,1,8,2,0,0,1981,,
0,Yes,Yes,No,Yes,1973,2001,1,21,3,1,1,1991,1998,1998
0,Yes,Yes,No,Yes,1969,2001,1,12,1,0,0,1992,,
0,No,Yes,No,Yes,1964,2001,1,16,1,0,0,1988,,
0,No,Yes,No,No,1968,2001,1,12,2,0,1,1994,,1998
0,No,Yes,Yes,Yes,1961,2001,1,27,4,0,0,1983,,
1,No,Yes,No,Yes,1964,2001,1,21,3,1,2,1991,2000,1999
1,Yes,Yes,No,No,1954,2001,1,7,3,0,0,1989,,
1,Yes,Yes,No,Yes,1926,2001,1,100,18,0,0,1950,,
1,No,Yes,No,Yes,1959,2001,1,31,1,0,0,1987,,
1,Yes,Yes,No,Yes,1962,2001,1,17,4,0,0,1982,,
1,Yes,Yes,No,No,1952,2001,1,24,4,0,0,1979,,
1,Yes,Yes,No,No,1965,2001,1,23,4,0,0,1989,,
1,Yes,No,No,Yes,1957,2001,1,4,1,0,1,1998,,1999
1,No,Yes,No,Yes,1972,2001,1,11,1,0,1,1994,,1999
1,Yes,Yes,No,No,1988,2001,1,6,1,0,1,1994,,1999
1,Yes,Yes,No,No,1986,2001,1,5,0,0,0,1998,,
0,Yes,Yes,No,No,1961,2001,1,19,2,0,0,1993,,
0,No,Yes,No,Yes,1962,2001,1,11,2,0,1,1986,,1999
0,Yes,Yes,No,No,1930,2001,1,37,9,0,0,1955,,
0,Yes,Yes,No,Yes,1974,2001,1,8,0,1,1,1992,1999,1999
0,Yes,Yes,No,Yes,1974,2001,1,9,0,0,1,1995,,1999
0,Yes,Yes,No,Yes,1961,2001,1,4,2,0,0,1991,,
0,No,Yes,No,No,1972,2001,1,14,0,0,1,1991,,1999
0,No,Yes,No,Yes,1968,2001,1,4,1,0,0,1997,,
0,Yes,Yes,No,Yes,1975,2001,1,15,0,1,1,1993,1999,1999
0,Yes,Yes,No,Yes,1977,2001,1,5,0,0,0,1998,,
0,Yes,Yes,No,No,1959,2001,1,18,3,0,1,1986,,1999
0,No,Yes,No,Yes,1977,2001,1,7,0,0,1,1997,,1999
