name,id,survival,type,price,releaseToDate,avgRate_current,rateCount_current,avgRate_all,rateCount_all,category,catPop,size,language,langNum,ageRate,system,systemCat,device,left_trunc,censored
MARVEL Future Fight Netmarble Games Corp. 955705796,955705796,9,free,0,137,4.5,609,4.5,7610,Games,Games,515.9272356," English, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",14,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Team Umizoomi Math: Zoom into Numbers Nickelodeon 477560499,477560499,5,paid,3.99,1398,4,15,3,899,Education,other,515.7599287," English, French",2,04+,iOS 4,old,"iPhone, iPad, and iPod touch.",0,1
Walking Dead: The Game - Season 2 Telltale Inc 741183306,741183306,5,paid,0,634,4,2004,4,3882,Games,Games,507.5772047, English,1,17+,iOS 6,med,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad, and iPod touch.",1,1
Overkill 3 Craneballs s.r.o. 874866593,874866593,6,free,0,200,4,175,4.5,2776,Games,Games,498.1505527," English, Chinese, German, Japanese, Russian, Spanish",6,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Uncanny X-Men: Days of Future Past GlitchSoft 842627890,842627890,2,paid,0.99,479,4,19,4.5,2033,Games,Games,492.0233335, English,1,09+,iOS 5,old,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad 2 Wi-Fi, iPad 2 Wi-Fi + 3G, iPad Wi-Fi (3rd generation, iPad Wi-Fi + Cellular (3rd generation, iPad Wi-Fi (4th generation, iPad Wi-Fi + Cellular (4th generation, iPad mini Wi-Fi, iPad mini Wi-Fi + Cellular, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro, iPad Pro Wi-Fi + Cellular, iPod touch (4th generation, iPod touch (5th generation, and iPod touch (6th generation.",1,1
The Sims_ FreePlay Electronic Arts 466965151,466965151,11,free,0,1368,4.5,6817,4,346676,Games,Games,491.1084595," English, Chinese, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",11,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
FINAL FANTASY VI SQUARE ENIX INC 719401490,719401490,2,paid,15.99,584,4.5,346,4.5,2338,Games,Games,487.9048872," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese",12,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Robbery Bob 2: Double Trouble Chillingo Ltd 981819100,981819100,1,paid,2.99,101,4.5,38,4.5,110,Games,Games,479.162528," English, French, German, Italian, Spanish",5,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
EA SPORTS_ UFC¥ Electronic Arts 900721327,900721327,244,free,0,145,4.5,900,4.5,10180,Games,Games,472.3621168," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",10,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Driver Speedboat Paradise Ubisoft 891665277,891665277,6,free,0,158,4,29,4.5,2618,Games,Games,464.8106165," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",11,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Grand Theft Auto III Rockstar Games 479662730,479662730,16,paid,2.99,1368,4.5,43,4,25105,Games,Games,464.5656557," English, French, Italian, German, Spanish and Japanese.",5,17+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
I am Bread Bossa Studios Ltd 946903436,946903436,11,paid,4.99,10,4.5,59,4,281,Games,Games,460.0595675," English, French, German, Italian, Japanese, Portuguese, Russian, Spanish",8,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Castle of Illusion Starring Mickey Mouse Disney 646489967,646489967,1,paid,9.99,661,4,687,4,687,Games,Games,458.7825432," English, French, German, Italian, Japanese, Spanish",6,09+,iOS 6,med,"iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad Wi-Fi (3rd generation, iPad Wi-Fi + Cellular (3rd generation, iPad Wi-Fi (4th generation, iPad Wi-Fi + Cellular (4th generation, iPad mini Wi-Fi, iPad mini Wi-Fi + Cellular, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro, iPad Pro Wi-Fi + Cellular, iPod touch (5th generation, and iPod touch (6th generation.",0,1
LEGO Harry Potter: Years 1-4 Warner Bros. 404086528,404086528,2,paid,4.99,1759,4,4002,4,9480,Games,Games,453.6606579, English,1,09+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Dora Appisodes Nickelodeon 664907712,664907712,1,paid,3.99,725,3.5,3,3.5,18,Education,other,449.7703342,English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Pixel Gun 3D Alex Krasnov 640111933,640111933,1,free,0,864,4.5,5693,4.5,191032,Games,Games,446.3663673, English,1,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Keynote Apple 361285480,361285480,362,free,0,1991,3.5,43,3.5,8592,Productivity,other,441.645792," English, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",29,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
EPOCH.2 Uppercut Games Pty Ltd 660982355,660982355,4,paid,0.99,668,4.5,733,4.5,3306,Games,Games,430.4819927," English, Arabic, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish, Turkish",12,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
The Human Body by Tinybop Tinybop Inc. 682046579,682046579,13,paid,3.99,759,3.5,18,4,1706,Education,other,429.4519739," English, Afrikaans, Albanian, Arabic, Basque, Bengali, Bokm«l, Norwegian, Bulgarian, Cambodian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Haitian, Hebrew, Hindi, Hungarian, Icelandic, Indonesian, Irish, Italian, Japanese, Korean, Latin, Latvian, Malay, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tagalog, Tamil, Telugu, Thai, Tibetan, Traditional Chinese, Turkish, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese, Welsh",60,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Civilization Revolution 2 2K 864880531,864880531,3,paid,9.99,438,4,505,4,3178,Games,Games,422.088356," English, French, German, Italian, Japanese, Korean",6,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Hitman GO SQUARE ENIX INC 731645633,731645633,52,paid,4.99,514,4.5,2749,4.5,6752,Games,Games,420.8192825, English,1,17+,iOS 6,med,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad, and iPod touch.",1,1
American Express Unstaged: Taylor Swift Experience American Express 933296264,933296264,2,free,0,306,4.5,10,4.5,1005,Music,other,419.4866304, English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
CSR Racing NaturalMotion 469369175,469369175,93,free,0,1172,4.5,388,4.5,663909,Games,Games,417.1434164," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",10,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Exiles Crescent Moon Games 927443601,927443601,1,paid,4.99,227,2.5,36,2.5,144,Games,Games,416.8673744, English,1,12+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Battleheart Legacy Mika Mobile, Inc. 666508823",666508823,9,paid,4.99,473,4.5,1846,4.5,3030,Games,Games,414.2125607, English,1,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
The Executive Riverman Media LLC 552227993,552227993,8,paid,4.99,73,5,89,4.5,337,Games,Games,412.0338478," English, French, German, Italian, Spanish",5,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Sons of Anarchy: The Prospect Orpheus Interactive Inc. 935033055,935033055,171,paid,1.99,227,2,197,2,1203,Games,Games,410.1827164, English,1,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Frozen: Storybook Deluxe - Now with Frozen Fever! Disney 610955645,610955645,6,paid,5.99,668,4,52,3.5,874,Entertainment,Entertainment,408.8010817," English, French, German, Italian, Japanese, Russian, Spanish",7,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Lara Croft GO SQUARE ENIX INC 971304016,971304016,11,paid,4.99,17,4.5,1931,4.5,1951,Games,Games,396.3673429, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
MARVEL Contest of Champions Kabam 896112560,896112560,107,free,0,277,4.5,1318,4.5,117221,Games,Games,387.4962187," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish, Turkish",10,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
NBA JAM by EA SPORTS_ Electronic Arts 402370879,402370879,2,paid,0.99,1676,3.5,2988,4,19693,Games,Games,372.4705734," English, French, German, Italian, Japanese, Korean, Simplified Chinese, Spanish",8,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
The Everything Machine by Tinybop Tinybop Inc. 1001244846,1001244846,8,paid,2.99,26,4.5,4,4.5,77,Education,other,362.1431007," English, Afrikaans, Albanian, Arabic, Basque, Bengali, Bokm«l, Norwegian, Bulgarian, Cambodian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Haitian, Hebrew, Hindi, Hungarian, Icelandic, Indonesian, Irish, Italian, Japanese, Korean, Latin, Latvian, Malay, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tagalog, Tamil, Telugu, Thai, Tibetan, Traditional Chinese, Turkish, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese, Welsh",60,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Jurassic World_: The Game Ludia 791211390,791211390,243,free,0,137,4.5,14167,4.5,85473,Games,Games,361.6101933," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",10,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Mini Motor Racing The Binary Mill 426860241,426860241,2,free,0,1375,4.5,125,5,25915,Games,Games,356.3608608, English,1,04+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Terminator Genisys: Revolution Glu Games Inc 958680034,958680034,5,free,0,101,4,88,4,1613,Games,Games,345.199296," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese",13,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Nighty Night Circus - bedtime story & lullaby for kids Fox and Sheep GmbH 931936670,931936670,7,paid,2.99,311,4,70,4.5,180,Education,other,344.3835239," English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Turkish",14,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Buddyman_ Kick (by Kick the Buddy) Crazylion Studios Limited 944636116,944636116,176,paid,0.99,283,5,1,4.5,266,Games,Games,344.3459482, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
The Photo Cookbook _ Quick & Easy ditter.projektagentur GmbH 374473999,374473999,2,free,0,1926,3.5,223,4,1349,Food & Drink,other,339.6449928," Bokm«l, Dutch, English, French, German, Italian, Norwegian, Portuguese, Spanish",9,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",0,1
Kritika: The White Knights GAMEVIL Inc. 865958296,865958296,1,free,0,425,3.5,44,4.5,3898,Games,Games,338.3261185," English, French, German, Indonesian, Japanese, Korean, Malay, Portuguese, Russian, Spanish, Thai, Traditional Chinese, Vietnamese",13,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Frozen Story Theater Disney 960436333,960436333,8,paid,4.99,206,5,2,4.5,63,Entertainment,Entertainment,333.9593735," English, Dutch, French, German, Italian, Portuguese, Spanish",7,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Star Warfare 2: Payback Freyr Games 888211509,888211509,4,free,0,346,4.5,551,4.5,3002,Games,Games,333.3682775," English, French, German, Japanese, Korean, SpanishŠ_ÇChinese (simplified, Chinese (traditional",7,17+,iOS 6,med,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad, and iPod touch.",1,1
Microsoft Word Microsoft Corporation 586447913,586447913,81,free,0,535,4.5,534,4,23530,Productivity,other,330.1045599," English, Arabic, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",31,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Epic War TD 2 AMT Games Inc. 765482338,765482338,2,paid,2.99,192,4,62,4,314,Games,Games,329.9076872, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Nitro Nation Online Osauhing Creative Mobile 985158853,985158853,7,free,0,122,4.5,444,4.5,3570,Games,Games,327.2094793, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Kick the Buddy: Second Kick Crazylion Studios Limited 511459648,511459648,90,paid,1.99,1242,4,18,4.5,42141,Games,Games,320.8460693, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
R.B.I. Baseball 14 MLB.com 783753727,783753727,2,paid,4.99,522,4,1494,3,4282,Games,Games,320.6664782, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Buddyman_ Kick 2 (by Kick the Buddy) Crazylion Studios Limited 946068239,946068239,314,paid,0.99,270,4.5,2,4.5,125,Games,Games,319.0953703, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"MLB Perfect Inning 15 GAMEVIL USA, Inc. 956622914",956622914,5,free,0,152,4.5,278,4,5206,Games,Games,318.1956749," English, German, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese",7,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Microsoft Excel Microsoft Corporation 586683407,586683407,10,free,0,535,4.5,320,4.5,10910,Productivity,other,314.1843777," English, Arabic, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",31,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Asphalt Overdrive Gameloft 596399782,596399782,9,free,0,354,4,63,4,2436,Games,Games,310.2091894," English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",15,12+,iOS 6,med,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad, and iPod touch.",1,1
Battle Riders - Car Combat Racing Valentin Ciampuru 889041614,889041614,4,paid,4.99,374,4,43,4.5,138,Games,Games,309.8283701, English,1,09+,iOS 3,old,"the iPhone 3GS, iPod Touch 3 (except the 8 GB version and iPad 1.",0,1
SBK15 - Official Mobile Game Digital Tales 1008035618,1008035618,7,free,0,81,4,13,4.5,1063,Games,Games,307.2489614," English, French, German, Italian, Spanish",5,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Space Marshals Pixelbite 834315918,834315918,7,paid,4.99,248,5,130,4.5,1346,Games,Games,306.3238888," English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish",9,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Green Kitchen _ healthy vegetarian recipes Amazing Applications AB 466252999,466252999,4,paid,4.99,1431,3,3,4,212,Food & Drink,other,305.4018087," English, French, German, Italian, Japanese, Spanish",6,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Formula Cartoon All-Stars _ Crazy Cart Racing with Your Favorite Cartoon Network Characters Cartoon Network 645675002,645675002,12,paid,2.99,93,4,119,4,125,Games,Games,304.5108032, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Hitman: Sniper SQUARE ENIX INC 904278510,904278510,298,paid,4.99,102,4.5,12,4.5,2996,Games,Games,304.4656725, English,1,17+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Perfect Shift Lextre 679100198,679100198,6,free,0,208,3,68,4,291,Games,Games,302.3732319, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Foundations Memory Work Tutorials, Cycle 3 Classical Conversations 501527692",501527692,3,paid,15.99,1306,4,9,4,110,Education,other,300.9581394, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
The Sleeping Prince: Royal Edition Signal Mobile LLC 642606469,642606469,1,free,0,374,4.5,7,4,626,Games,Games,299.6625032, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Sorcery! 3 inkle 978352903,978352903,3,paid,4.99,144,4,41,4.5,124,Games,Games,297.7712507, English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
To-Fu Fury Amazon Game Studios 980132410,980132410,7,paid,1.99,52,4.5,195,4.5,196,Games,Games,297.3518047," English, Chinese, French, German, Italian, Japanese, Portuguese, Spanish",8,09+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Card Wars - Adventure Time Card Game Cartoon Network 791341471,791341471,8,free,0,577,3,95,3.5,11472,Games,Games,296.7159081," English, French, German, Italian, Portuguese, Spanish",6,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Card Wars - Adventure Time Card Game Cartoon Network 791341471,791341471,3,paid,3.99,577,3,92,3.5,11472,Games,Games,296.7159081," English, French, German, Italian, Portuguese, Spanish",6,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
The Price is Right_ Decades Ludia 474205928,474205928,7,paid,0.99,1375,4,7457,4,7459,Games,Games,296.2434807, English,1,04+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Microsoft PowerPoint Microsoft Corporation 586449534,586449534,10,free,0,535,4,117,4,5788,Productivity,other,293.9350634," English, Arabic, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",31,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
AG Drive ZORG 789356890,789356890,175,paid,3.99,206,3.5,14,4,505,Games,Games,293.538065, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
NHL 2K 2K 863269602,863269602,56,paid,2.99,325,4.5,650,4,878,Games,Games,293.1567726," English, French",2,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Guns GirlZ - For Ragnar_k 4inch Technology Limited 882426909,882426909,11,free,0,394,4.5,22,4,437,Games,Games,292.2493887, English,1,17+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
SpongeBob's Game Frenzy Nickelodeon 948958859,948958859,313,paid,2.99,122,4,13,4,169,Games,Games,289.2062807," English, Dutch, German",3,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Call of Duty: Black Ops Zombies Activision Publishing, Inc. 471063940",471063940,117,paid,6.99,1382,3.5,17328,4,109971,Games,Games,286.6813869, English,1,17+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Buddyman: Kick (by Kick the Buddy) Crazylion Studios Limited 606368957,606368957,20,free,0,882,4.5,33,4.5,7594,Games,Games,286.2417746, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Buddyman: Kick (by Kick the Buddy) Crazylion Studios Limited 606368957,606368957,18,paid,0.99,882,4.5,33,4.5,7596,Games,Games,286.2417746, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
Sleep Pillow Sounds: white noise machine app Clear Sky Apps LTD 410351918,410351918,6,paid,1.99,1728,5,2153,4.5,11758,Health & Fitness,other,286.0426006, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
iBomber 3 Cobra Mobile Limited 912742680,912742680,6,paid,2.99,340,4.5,31,4,186,Games,Games,280.8217878, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Evolve: Hunters Quest 2K 879300890,879300890,4,free,0,234,4,122,4,1161,Games,Games,279.2105932," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",10,17+,iOS 6,med,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad, and iPod touch.",1,1
Rockstars of Ooo - Adventure Time Rhythm Game Cartoon Network 943632624,943632624,6,paid,1.99,38,4,3,4,36,Games,Games,278.0892649," English, Chinese, French, Italian, Japanese, Korean, Portuguese, Russian, Spanish, Turkish",10,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Don't Starve: Pocket Edition Klei Entertainment 1012298403,1012298403,11,paid,4.99,66,4,346,3,1886,Games,Games,274.3377504, English,1,09+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
The Room Two Fireproof Games 667362389,667362389,36,paid,2.99,640,5,18697,5,33980,Games,Games,273.7737284, English,1,09+,iOS 5,old,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad 2 Wi-Fi, iPad 2 Wi-Fi + 3G, iPad Wi-Fi (3rd generation, iPad Wi-Fi + Cellular (3rd generation, iPad Wi-Fi (4th generation, iPad Wi-Fi + Cellular (4th generation, iPad mini Wi-Fi, iPad mini Wi-Fi + Cellular, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro, iPad Pro Wi-Fi + Cellular, iPod touch (4th generation, iPod touch (5th generation, and iPod touch (6th generation.",1,1
All Guns Blazing Mobile Gaming Studios 895498794,895498794,7,free,0,305,4.5,158,4.5,4797,Games,Games,269.6108131," English, French, German, Italian, Portuguese, Russian, Spanish, Turkish",8,17+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Rush of Heroes Firefly Games Inc. 992049135,992049135,1,free,0,32,4,12,4,89,Games,Games,268.792408," English, Czech, Dutch, French, German, Hungarian, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Slovenian, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",19,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Pages Apple 361309726,361309726,362,free,0,1991,3,144,3.5,24761,Productivity,other,265.8672647," English, Arabic, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",31,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
